"Player_Name","player_team","Games","PositionType","kicks","handballs","disposals","disposal_efficiency_percentage","goals","behinds","hitouts","tackles","rebounds","inside_fifties","clearances","clangers","free_kicks_for","free_kicks_against","contested_possessions","uncontested_possessions","brownlow_votes","contested_marks","marks_inside_fifty","one_percenters","bounces","goal_assists","time_on_ground_percentage","centre_clearances","stoppage_clearances","score_involvements","metres_gained","turnovers","intercepts","tackles_inside_fifty","contest_def_losses","contest_def_one_on_ones","contest_off_one_on_ones","contest_off_wins","def_half_pressure_acts","effective_kicks","f50_ground_ball_gets","ground_ball_gets","hitouts_to_advantage","intercept_marks","pressure_acts","ruck_contests","score_launches","spoils"
"Tom Doedee","Adelaide",30,"Defender",8.27,8.33,16.6,79.43,0.07,0,0,2.53,3.2,1.07,0.27,1.77,0.87,0.6,6.1,10.17,0,0.87,0.03,4.43,0.17,0.1,82,0,0.27,2,246.67,3.23,7.17,0.07,0.77,2.43,0.03,0.03,7.73,6.37,0,4.37,0,2.33,10.5,0,1.07,3.87
"Isaac Smith","Hawthorn",75,"Midfield",13.29,8.36,21.65,72.65,0.72,0.48,0,2.51,2.03,4.12,1.79,2.65,0.35,0.69,5.08,16.23,0.11,0.08,0.36,1.31,0.85,0.49,84.31,0.23,1.59,5.05,403.04,4.23,2.17,0.41,0.07,0.25,0.27,0.09,6.48,8.52,0.63,4.04,0,0.15,14.39,0,0.65,0.6
"Jade Gresham","St Kilda",74,"Forward",10.59,7.32,17.92,66.15,1.18,0.93,0,2.51,0.54,3.8,3.03,3,0.86,1.14,7.82,10.01,0.07,0.22,0.78,0.57,0.97,0.78,81.12,1.32,1.7,5.65,300.41,3.69,1.64,0.58,0.07,0.11,0.82,0.19,4.23,6.08,1.68,6.05,0,0.14,12.3,0,1.04,0.24
"Jamie Macmillan","North Melbourne",63,"Defender",10.89,7.33,18.22,79.98,0.08,0.1,0,2.14,4.21,1.98,0.38,2.16,1.06,0.6,4.95,12.33,0,0.27,0.06,2.89,0.65,0.16,83.75,0.03,0.35,3,342.43,4,5.67,0.08,0.37,1.4,0.06,0,7.81,8.32,0.06,3.62,0,1.33,11.56,0,1.05,2.29
"Jasper Pittard","North Melbourne",61,"Defender",11.23,6.54,17.77,76.15,0.08,0.11,0,1.95,3.54,2.02,0.28,2.44,0.7,0.46,4.03,12.56,0.02,0.46,0.03,4.59,0.38,0.18,83.23,0.11,0.16,2.95,329.25,3.67,4.97,0.02,0.59,1.51,0.1,0.02,5.74,7.97,0.08,2.75,0,1.46,8.16,0,0.93,4.15
"Elliot Yeo","West Coast",81,"Midfield",14.38,8.89,23.27,66.84,0.41,0.43,0,5.78,2,4.63,4.49,4.15,1.3,1.72,11.58,11.75,0.44,0.78,0.19,2.25,0.4,0.53,84.27,1.72,2.78,5.19,430.58,4.96,4.31,0.7,0.21,0.73,0.41,0.17,9.62,8.63,0.79,7.53,0,0.99,20.46,0.02,1.54,0.99
"Phil Davis","Greater Western Sydney",79,"Defender",7.33,5.82,13.15,80.86,0.01,0.04,0,1.87,2.85,0.91,0.15,2.15,1.37,0.9,5.35,7.71,0.04,0.81,0.03,7.38,0.05,0.09,89.23,0.01,0.14,2.28,145.87,1.85,7.52,0.06,0.94,3.7,0.15,0.08,5.61,5.49,0.04,2.99,0,2.47,7.22,0.04,1.2,6.42
"Ben Brown","North Melbourne",75,"Forward",8.03,2.75,10.77,62.71,2.61,1.28,1.68,1.09,0.17,1.67,0.33,1.85,1.71,0.59,6.09,4.99,0.37,1.6,2.63,1.84,0,0.43,94.41,0.01,0.31,5.88,195.99,2.36,0.91,0.65,0.01,0.03,4.19,1.17,1.53,4.99,1.48,2.51,0.35,0.12,8.35,4.64,0.51,1.32
"Brandon Matera","Fremantle",53,"Forward",9.45,4.49,13.94,62.47,1.28,0.92,0,2.17,0.68,2.53,0.68,2.13,0.74,0.6,4.81,9.19,0.06,0.17,0.94,0.75,0.36,0.4,77.08,0.25,0.43,4.96,249.25,3.21,1.42,0.66,0.02,0.04,1.09,0.15,4,5.26,1.13,3.64,0,0.08,12.77,0,0.57,0.19
"Pearce Hanley","Gold Coast",40,"Defender",11.8,6.3,18.1,74.17,0.05,0.1,0,2.08,3.75,2.17,1.12,3.17,0.6,1.1,5.2,11.85,0.05,0.2,0.08,1.2,0.9,0.18,77.15,0.18,0.95,2.77,349.77,4.03,4.65,0.12,0.22,0.52,0.08,0.02,6.58,8.43,0.15,4.15,0,1.07,10.82,0.02,0.78,0.6
"Sam Gray","Sydney",69,"Forward",8.9,7.43,16.33,68.13,1.01,0.91,0,2.77,0.74,2.57,0.81,2.13,0.97,0.58,5.67,10.65,0.19,0.33,1.12,0.83,0.42,0.38,81,0.2,0.61,4.99,240.93,3.25,2.04,0.99,0.04,0.1,1.1,0.35,4.3,4.75,1.42,4.36,0,0.25,13.25,0,0.75,0.49
"Rory Atkins","Adelaide",69,"Midfield",12.86,7.55,20.41,70.29,0.46,0.36,0,2.12,2.28,3.59,1.46,2.78,0.38,0.83,5.9,14.55,0.2,0.16,0.29,1.14,0.8,0.51,82.35,0.23,1.22,4.62,390.45,4.3,3.71,0.28,0.14,0.52,0.28,0.12,7.25,8.01,0.61,5.04,0,0.54,15.16,0.01,0.97,0.7
"Riley Knight","Adelaide",43,"Forward",6.95,7.86,14.81,72.67,0.67,0.37,0,4,0.84,1.79,1.28,2.07,0.81,0.58,5.23,9.65,0,0.19,0.56,0.98,0.07,0.47,78,0.26,1.02,4.49,175.67,2.84,1.77,0.93,0.05,0.19,0.56,0.09,6.49,4.09,0.88,3.95,0,0.14,15.98,0,0.74,0.42
"Jackson Trengove","Western Bulldogs",52,"Defender",7.56,6.13,13.69,68.65,0.42,0.29,7.38,2.69,1.37,1.35,1.75,3.12,1,1.77,6.04,7.27,0,0.73,0.37,4.12,0.06,0.19,85.25,0.71,1.04,2.85,181.25,2.75,3.88,0.37,0.58,2.13,1,0.25,4.83,4.29,0.6,3.71,2.13,1.17,9.73,22.52,1.1,3.17
"Billy Gowers","Western Bulldogs",33,"Forward",7.06,3.97,11.03,62.42,1.18,1.09,0.09,1.7,0.27,2.24,0.76,3.03,0.52,1.33,4.91,6.36,0.06,0.67,1.55,1.09,0.27,0.39,80,0.21,0.55,4.7,202.85,3.06,1.21,0.67,0,0.03,2.45,0.52,2.52,3.91,1.06,3.58,0,0.09,10.91,0.55,0.55,0.52
"Darcy Tucker","Fremantle",66,"Midfield",8.26,7.86,16.12,73.21,0.45,0.29,0,3.14,1.44,2.29,1.59,2.23,0.56,0.71,5.24,11.17,0,0.08,0.35,0.86,0.09,0.32,73.98,0.38,1.2,3.36,238.36,3.11,2.27,0.47,0.06,0.18,0.18,0.05,7.88,5.29,0.55,4.03,0,0.24,16.35,0,0.56,0.47
"Bailey Banfield","Fremantle",32,"Forward",7.09,6.38,13.47,70.25,0.28,0.19,0,4.03,0.81,1.88,1.53,2.59,1.31,0.88,6.03,7.97,0,0.19,0.09,1.66,0.06,0.25,79.28,0.38,1.16,3.38,173.81,3.16,2.19,0.81,0.03,0.12,0.75,0.16,8.53,3.94,0.97,4.12,0,0.28,19.88,0.06,0.75,0.84
"Matthew Scharenberg","Collingwood",37,"Defender",10.14,8.24,18.38,81.78,0,0,0,1.43,3.14,0.86,0.11,2.27,1.05,0.95,4.95,13.05,0.05,0.68,0,4.46,0.05,0.05,84.24,0.03,0.05,2.27,215.27,3,6.27,0,0.89,2.92,0.08,0.03,5.41,7.95,0,3.32,0,1.78,6.68,0,0.78,3.86
"Ricky Henderson","Hawthorn",69,"Midfield",12.84,8.64,21.48,76.09,0.52,0.38,0,2.32,1.88,3.26,1.49,2.28,0.58,0.62,5.29,16.14,0.19,0.23,0.46,1.29,0.68,0.55,77.93,0.17,1.33,4.65,362.67,3.54,3.35,0.29,0.14,0.33,0.22,0.07,6.19,8.99,0.48,3.97,0,0.7,13.58,0,0.8,0.71
"George Hewett","Sydney",75,"Forward",7.84,11.39,19.23,74.07,0.19,0.12,0,4.29,0.89,2.05,3.88,2.59,1.13,1.13,10.28,9.35,0.07,0.19,0.25,0.73,0.03,0.31,80.32,1.44,2.43,3.85,168.65,3.2,2.83,0.59,0.05,0.19,0.51,0.15,8.71,4.93,1.25,8.12,0,0.31,17.71,0.05,1.32,0.37
"Orazio Fantasia","Essendon",53,"Forward",7.51,5.66,13.17,72.79,1.51,0.94,0,2.92,0.62,2.57,0.83,2.08,0.91,0.79,4.92,8.17,0.21,0.19,1.25,0.96,0.66,0.7,77.77,0.21,0.62,5.72,249.21,2.15,1.42,1.11,0.02,0.06,1.26,0.26,4.45,4.72,1.26,3.49,0,0.08,14.94,0,0.75,0.51
"Josh Schache","Western Bulldogs",39,"Forward",6.33,4.03,10.36,67.62,1.33,0.64,0.62,1.26,0.15,1.31,0.41,1.38,1.05,0.23,3.82,6.38,0.03,0.41,1.28,0.97,0.03,0.31,79.15,0.15,0.26,3.9,142.1,2.03,0.74,0.56,0.03,0.08,2.26,0.54,2.44,3.74,0.9,2.33,0.08,0.05,9,6.08,0.23,0.82
"Isaac Heeney","Sydney",70,"Midfield",11.26,8.54,19.8,69.01,0.97,0.7,0.04,4.37,1.26,2.87,2.8,2.73,0.99,0.79,9.33,10.83,0.24,0.97,1.03,1.44,0.16,0.43,84.16,0.71,2.11,5.51,303.54,3.66,2.67,0.93,0.06,0.17,1.43,0.46,7.67,6.76,1.34,6.36,0,0.56,17.69,0.23,1.19,0.91
"Tarryn Thomas","North Melbourne",26,"Forward",5.31,5.73,11.04,76.31,0.73,0.65,0,3.35,0.27,1.35,0.96,1.15,0.58,0.42,5.54,5.88,0,0.38,0.58,1,0,0.35,70.85,0.35,0.62,3.69,137.35,1.58,1.54,1.19,0.04,0.08,0.35,0.12,5,3.46,0.85,4.23,0,0.04,16.35,0,0.73,0.62
"Tommy Sheridan","Greater Western Sydney",24,"Midfield",7.58,6.96,14.54,76,0.46,0.21,0,2.54,1.29,1.38,0.67,1.58,0.62,0.54,3.71,10.79,0,0.04,0.38,1.21,0,0.42,72.83,0.17,0.5,2.75,176,2.75,2.08,0.29,0.08,0.25,0.29,0.08,8.88,5.08,0.58,2.88,0,0.25,15.38,0,0.5,0.67
"Griffin Logue","Fremantle",28,"Defender",5.68,4.71,10.39,74.79,0.04,0.11,0,1.68,1.68,0.57,0.11,1.54,0.46,0.61,4.61,6.04,0,0.82,0.11,4.75,0.11,0.04,87.14,0.04,0.07,1.71,125.5,1.93,5.11,0.04,0.64,2.21,0.14,0.07,6.61,4.11,0.18,3.07,0,1.75,9.14,0,0.68,3.64
"Lin Jong","Western Bulldogs",25,"Midfield",6.16,9.96,16.12,75.28,0.32,0.4,0.08,3.56,0.64,2.36,2.12,1.6,0.96,0.52,6.68,9.4,0,0.68,0.68,1.36,0.24,0.24,71.4,0.68,1.44,4.24,183.56,2.12,1.96,0.52,0,0.08,0.76,0.28,5.52,3.52,0.88,4.72,0.04,0.48,13.28,1.12,1.16,1
"Ben Cunnington","North Melbourne",67,"Midfield",9.51,16.06,25.57,71.33,0.42,0.18,0.01,4.48,1.21,2.43,6.81,3.61,1.15,1.4,15.06,10.85,0.48,0.6,0.31,0.94,0.01,0.43,76.63,2.81,4,5.28,220.19,3.61,3.57,0.78,0.03,0.15,0.45,0.04,8.1,5.39,1.21,9.48,0.01,0.48,17.76,0.01,1.55,0.49
"Ben Ronke","Sydney",34,"Forward",7.5,4.03,11.53,56.15,0.97,0.5,0,3.24,0.26,2.59,0.32,2.41,0.74,0.82,4.74,6.76,0.15,0.21,0.56,0.47,0.21,0.41,73.24,0.09,0.24,3.56,212.03,3,1.44,1.03,0,0.03,1.03,0.18,4.74,3.94,1.09,3.88,0,0.15,16.38,0,0.38,0.21
"Jack Silvagni","Carlton",55,"Forward",7.18,3.96,11.15,66.07,0.73,0.62,0,2.85,0.55,1.73,0.47,2.35,0.6,0.69,3.91,7.16,0,0.49,0.84,1.25,0.15,0.38,76.36,0.13,0.35,3.36,181.69,2.58,1.49,0.87,0.11,0.29,1.49,0.27,4.18,4.07,1.02,2.73,0,0.25,12.85,0.11,0.33,0.84
"Sam Taylor","Greater Western Sydney",34,"Defender",4.62,5.35,9.97,80.97,0.03,0.03,0,2.06,2.18,0.47,0.18,1.26,0.71,0.59,4.44,5.5,0,0.65,0,6.41,0.06,0,81.56,0,0.18,1.21,130.5,1.38,5.21,0.06,0.71,3.12,0.15,0.06,5.71,3.47,0,3.09,0,1.59,7.12,0,0.44,6.09
"Jeremy Howe","Collingwood",67,"Defender",13.39,6.04,19.43,79.88,0.09,0.06,0,1.67,4.82,1.54,0.19,2.28,0.81,0.45,6.09,11.97,0,1.54,0.01,5.15,0.13,0.09,88.72,0.04,0.15,3.04,348.3,3.76,7.57,0.01,0.61,2.31,0.09,0.01,5.78,10.27,0.04,3.61,0,3,7.25,0,1.64,4.45
"Kaiden Brand","Sydney",34,"Defender",8.26,5.53,13.79,80,0,0,0,1.24,1.88,0.65,0.26,2.03,0.65,0.71,4.44,9.09,0,0.85,0,5.74,0.03,0.03,92.26,0,0.26,2.12,162.94,1.94,5.24,0,0.71,2.71,0.06,0,6.18,6.41,0,2.65,0,1.5,7.15,0,0.71,5.03
"Wayne Milera","Adelaide",54,"Forward",10.61,7.09,17.7,77.31,0.3,0.22,0,2.57,2.26,2.13,1.13,1.98,0.63,0.59,4.87,12.83,0.04,0.37,0.3,1.69,0.37,0.41,79.8,0.2,0.93,3.96,278.56,3.06,3.26,0.24,0.19,0.65,0.24,0.04,7.37,7.35,0.33,3.67,0,0.93,13.52,0,0.93,1.41
"Darcy Lang","Carlton",30,"Forward",7.17,5.43,12.6,72.1,0.6,0.57,0,4,0.63,1.67,1.1,1.7,0.8,0.87,4.53,8.57,0,0.17,0.47,0.9,0.1,0.23,74.33,0.37,0.73,3.9,167.53,2.13,1.57,0.9,0.1,0.2,0.7,0.17,5.93,4.57,0.77,3.03,0,0.13,15.6,0,0.7,0.4
"Nic Newman","Carlton",53,"Defender",13.74,5.92,19.66,73.36,0.26,0.17,0.02,3.32,4.23,2.19,0.74,2.74,0.81,0.72,5.4,12.6,0.06,0.3,0.13,2.21,0.43,0.34,77.4,0.11,0.62,3.36,401.43,4.11,5.25,0.19,0.3,0.98,0.23,0.08,8.81,9.57,0.32,4.13,0,1.13,13.34,0.02,1.06,1.7
"Marcus Adams","Brisbane Lions",27,"Defender",8.04,5.07,13.11,71.3,0.15,0.26,0.11,2,2.85,1.3,0.07,2.07,0.52,0.93,4.96,8.07,0,1.11,0.33,5.04,0,0.07,89.26,0,0.07,2.11,232.33,2.7,6.22,0.19,1.07,3.48,0.3,0.07,6.26,5.81,0.22,3.3,0.04,2.52,8.22,0.44,0.67,4.56
"Dylan Roberton","St Kilda",27,"Defender",16.11,5.26,21.37,76.67,0.22,0.15,0,1.63,5.3,1.56,0.33,2.33,0.67,0.56,4.63,14.41,0.19,0.52,0,2.63,0.81,0.07,84.22,0.07,0.26,3.11,432.81,4.7,6.26,0.04,0.3,1.22,0.04,0,5.48,12.41,0.19,3.26,0,2.19,8.3,0,1.19,1.81
"Luke Dunstan","St Kilda",51,"Midfield",11.08,10.8,21.88,71.73,0.37,0.51,0.02,4.8,1.22,3.71,4.65,2.73,1.14,1.06,9.8,11.94,0.06,0.06,0.41,1.12,0.25,0.43,73.14,1.75,2.94,5.33,283.98,2.71,2.45,0.57,0.02,0.04,0.1,0.02,9.31,6.39,0.76,6.71,0.02,0.24,20.37,0.04,1.51,0.22
"Jesse Joyce","Gold Coast",53,"Defender",8.3,6.25,14.55,76.06,0.04,0.02,0,1.85,2.51,1.02,0.49,2.26,0.77,0.7,5.02,9.7,0,0.26,0.04,3.15,0.13,0.02,82.36,0.13,0.36,2.11,194.64,2.49,5.38,0.09,0.55,1.47,0.06,0.02,7.53,5.55,0.13,3.66,0,1.06,10.53,0,0.83,2.45
"Cam McCarthy","Fremantle",49,"Forward",7.33,3.51,10.84,59.71,1.29,0.9,0,1.86,0.18,2.53,0.24,2.61,0.65,0.88,4.12,6.73,0.04,0.47,1.45,0.84,0.04,0.45,88.06,0.02,0.22,4.61,204.73,3.12,1.16,0.8,0.08,0.12,3.04,0.69,2.22,3.92,1.35,2.88,0,0.14,11.04,0.18,0.31,0.65
"Matthew Kreuzer","Carlton",49,"Ruck",8.82,5,13.82,57.08,0.45,0.45,28.88,3.73,1.31,2.69,4.57,2.08,1.63,0.8,9.06,4.92,0.18,0.65,0.45,3.08,0,0.24,79.43,1.49,3.08,4.02,189.94,2.88,1.88,0.43,0.12,0.55,0.96,0.35,7.22,4.12,0.63,5.12,8.04,0.45,14.78,68.37,2.27,2.14
"Luke Hodge","Brisbane Lions",60,"Defender",13.37,6.33,19.7,81.73,0.03,0.08,0,2.07,3.47,1.62,0.65,2.9,0.85,1.15,4.87,13.65,0,0.45,0,3.82,0.08,0.1,85.65,0.2,0.43,2.93,290.1,3.22,5.68,0.03,0.55,1.92,0.05,0.02,7.9,10.6,0.03,3.37,0,1.33,10.63,0,1.03,2.97
"Allen Christensen","Brisbane Lions",35,"Midfield",9.77,6.74,16.51,70.4,0.91,0.66,0,2.8,1,1.94,1.14,2.09,0.94,0.69,5.74,10.77,0,0.2,0.49,0.91,0.03,0.54,75.03,0.14,1,4.91,225.83,2.57,1.66,1.4,0.11,0.17,0.94,0.2,4.37,6.74,1.4,4.17,0,0.09,14.03,0,0.71,0.49
"Nick Robertson","Brisbane Lions",47,"Defender",8.94,7.4,16.34,79.51,0.09,0.04,0,2.66,2.66,1.57,0.64,2.94,0.64,1.3,4.45,11.94,0,0.23,0,2.51,0.06,0.11,85.45,0.19,0.45,2.45,207.55,2.94,4.06,0.13,0.38,1.49,0.09,0.02,8.28,6.55,0.09,3.4,0,0.81,11.77,0,0.53,1.87
"Chris Masten","West Coast",54,"Midfield",10.52,8.72,19.24,77.13,0.24,0.15,0,1.98,2.22,2.24,1.02,1.93,0.33,0.54,4.98,14.57,0.02,0.07,0.15,0.87,0.07,0.35,85.2,0.19,0.83,3.98,253.72,3.39,3.26,0.13,0.17,0.35,0.04,0,5.22,7.31,0.52,4.3,0,0.33,9.78,0,0.81,0.41
"Brett Deledio","Greater Western Sydney",32,"Forward",8.97,8.66,17.62,73.25,0.47,0.28,0.06,2.84,0.97,2.72,1.5,1.66,0.75,0.56,6.78,11.06,0.09,0.47,0.5,1.12,0.06,0.56,74.66,0.09,1.41,4.84,221.19,2.22,2.84,0.69,0.09,0.41,1.06,0.34,4.94,6.06,1.06,5,0.03,0.44,11.69,0.12,0.88,0.53
"Willie Rioli","West Coast",38,"Forward",7.97,4.08,12.05,69,1.21,0.63,0,2.76,0.26,2.53,1,2.05,0.74,1.03,4.74,7.55,0,0.16,0.63,1.66,0.26,0.79,79.24,0.37,0.63,5.53,212.45,2.16,1.5,0.87,0.03,0.05,0.55,0.16,3.61,5.05,1.34,3.18,0,0.21,12.82,0,0.95,0.61
"Patrick Ambrose","Essendon",37,"Defender",5.89,4.76,10.65,76.92,0.08,0.08,0,2.32,1.78,0.78,0.11,1.76,0.78,0.97,4.05,6.7,0,0.76,0.11,5.35,0,0.08,87.65,0.03,0.08,1.76,121.57,2.11,4.89,0.16,0.7,3.11,0.19,0.03,6,4.27,0.11,2.59,0,1.54,8,0.08,0.57,4.73
"Matthew Broadbent","Port Adelaide",25,"Defender",12.44,6.72,19.16,75.92,0.12,0,0,1.56,3.12,2.12,0.92,2.6,0.44,0.64,5.16,13,0,0.28,0.04,2.08,0.32,0.24,82.28,0.2,0.76,3.52,335.32,3.88,5.4,0.04,0.4,1.16,0.04,0,6,8.92,0.08,4.16,0,1.08,9.92,0,1.32,1.4
"Joel Hamling","Fremantle",62,"Defender",6.32,5.69,12.02,84.53,0,0,0,1.42,3.11,0.61,0.06,1.66,0.97,0.66,4.4,7.56,0.03,0.97,0,7.94,0.02,0.02,92.89,0,0.06,1.45,151.35,2.06,6,0,1.1,4.21,0.11,0.05,5.13,5,0,2.26,0,2.35,6.24,0.02,0.76,7.26
"Richard Douglas","Adelaide",51,"Midfield",11.75,7.69,19.43,66.71,0.61,0.47,0,3.41,1.29,3.31,3.29,3.24,1.02,1.12,8.22,11.39,0.08,0.2,0.37,1.27,0.35,0.65,80.61,1.04,2.22,5.51,300.76,4.27,2.43,0.53,0.06,0.25,0.82,0.18,9.24,6.51,1.02,5.2,0,0.45,22.47,0.02,1.31,0.49
"Aaron Young","Gold Coast",37,"Forward",7.78,5.86,13.65,64.65,0.86,0.68,0,3.27,0.32,2.38,0.65,2.78,0.86,1.05,5.27,8.27,0.05,0.32,0.51,1.22,0.05,0.41,80.24,0.19,0.46,4.19,213.16,2.97,1.46,1.35,0,0.05,1.54,0.35,4.97,4.03,1.49,3.68,0,0.19,14.51,0,0.38,0.73
"Jordan Murdoch","Gold Coast",52,"Defender",9.08,6.21,15.29,72.46,0.44,0.46,0,3.56,1.83,2.38,0.79,2.33,0.75,0.56,5.63,9.71,0.04,0.44,0.23,1.17,0.13,0.35,79.58,0.12,0.65,3.81,264.67,2.88,3.52,0.77,0.15,0.31,0.35,0.13,6.56,6.08,0.67,4.27,0,0.63,14.44,0,1.04,0.75
"Michael Rischitelli","Gold Coast",32,"Midfield",6.75,4.19,10.94,69.88,0.12,0.09,0,2.5,2.38,1.34,0.94,1.69,0.72,0.72,4.59,6.38,0,0.09,0.19,2.25,0.03,0.09,79.72,0.38,0.56,1.44,184.16,2.69,3.44,0.12,0.22,0.91,0.19,0.03,6.62,4.09,0.25,3.59,0,0.69,10.81,0.03,0.62,1.75
"Dale Thomas","Carlton",58,"Defender",12.69,7.14,19.83,74.74,0.24,0.19,0,2.26,2.95,2.53,0.93,2.69,0.84,0.81,5.4,13.19,0,0.31,0.31,2.17,0.53,0.26,77.88,0.19,0.74,3.33,305.31,3.53,4.28,0.22,0.21,0.69,0.21,0.09,7.22,8.74,0.57,4.02,0,0.86,12.53,0.03,0.69,1.47
"Scott Thompson","North Melbourne",62,"Defender",9.26,5.95,15.21,80.32,0.02,0.02,0.02,2.19,3.73,1.15,0.11,2.31,0.9,1.13,5.4,8.87,0.05,0.97,0.02,4.69,0.27,0.11,90.85,0.02,0.1,2.5,260.26,3.15,7.24,0.03,0.77,2.87,0.15,0.03,7.1,7.21,0.02,3.52,0,2.47,8.69,0.02,1.53,4.1
"Kayne Turner","North Melbourne",58,"Forward",5.67,6.28,11.95,71.1,0.64,0.41,0,3.6,0.33,2.07,0.45,1.88,1.07,0.69,5.28,7.05,0,0.34,0.59,1.09,0.17,0.55,79.53,0.19,0.28,4.14,150.78,2.33,2.1,0.98,0.03,0.03,0.86,0.19,5.48,3.55,1.05,3.72,0,0.22,15.72,0.02,0.79,0.67
"Nathan Hrovat","North Melbourne",39,"Midfield",7.69,8.15,15.85,71.69,0.54,0.33,0,2.44,0.54,2.03,1.13,1.72,0.69,0.28,5.77,10.1,0,0.13,0.56,0.44,0.31,0.38,74.46,0.31,0.82,4.64,166.56,2.49,1.9,0.69,0.03,0.03,0.51,0.1,5.21,4.74,1.77,4.77,0,0.1,16.33,0,0.9,0.21
"Jordan Lewis","Melbourne",55,"Defender",11.22,11.2,22.42,76.16,0.29,0.15,0,1.95,1.98,2.47,2.29,2.85,1,0.84,7.18,14.73,0.04,0.24,0.16,2.13,0.07,0.42,87.51,0.58,1.69,4.95,283.36,3.51,4.51,0.11,0.13,0.55,0.29,0.11,6.04,7.78,0.35,4.84,0,1,11.09,0.04,1.24,1.15
"Sam Rowe","St Kilda",27,"Defender",5.19,3.93,9.11,76.81,0.07,0.04,1.15,1.52,1.78,0.33,0.11,1.81,1.11,0.78,4.74,4.59,0.04,0.48,0.11,7.11,0,0.07,92.81,0.04,0.07,1.56,97.33,1.48,5.41,0.07,0.96,3.07,0.26,0.07,5.63,3.48,0.07,3,0.15,1.04,7.44,3.3,0.74,5.74
"Jarrad McVeigh","Sydney",38,"Defender",11.55,8.18,19.74,83.03,0.24,0.16,0,2.05,3.55,1.97,0.95,1.45,0.63,0.39,4.47,14,0.05,0.11,0.16,2.03,0.39,0.34,79.5,0.13,0.82,4.32,303.68,2.84,3.71,0.21,0.18,1,0.18,0.03,7.92,9.16,0.16,3.58,0,0.47,12.34,0,1.53,1.29
"Lance Franklin","Sydney",53,"Forward",12.32,2.96,15.28,61.53,2.96,2.28,0.06,2.06,0.13,4.55,0.32,3.23,1.38,1.62,6.43,9.19,0.77,1.83,3.02,1.43,0.3,0.81,91.58,0.08,0.25,8.47,389.19,3.81,0.94,0.92,0,0.09,5.17,2.23,1.68,7.08,1.34,3.08,0,0.09,10.21,0.19,0.55,0.89
"Daniel Menzel","Sydney",39,"Forward",7.9,3.36,11.26,68.85,1.9,1,0,1.26,0.18,2,0.23,1.49,0.85,0.51,4.59,6.64,0.08,1,1.41,0.95,0,0.72,83.51,0.03,0.21,5.49,206.62,2.15,0.95,0.67,0.03,0.08,2.92,1.05,1.64,5.15,1.1,2.67,0,0.23,7.49,0,0.46,0.62
"Kieren Jack","Sydney",46,"Forward",9.96,5.2,15.15,61.37,0.48,0.5,0,3.74,0.8,3.22,1.76,2.41,0.89,0.76,5.87,9.15,0,0.02,0.22,0.83,0,0.72,73.02,0.59,1.24,4.39,249.63,3.59,1.91,0.72,0.15,0.22,0.52,0.09,7.13,5.26,1.13,4.61,0,0.11,16.17,0,0.8,0.28
"Nathan Brown","St Kilda",53,"Defender",2.79,4.66,7.45,86.94,0,0,0.04,1.62,1.32,0.3,0.23,1.38,0.53,0.83,3.38,4.23,0,0.26,0,7.42,0.02,0.02,88.81,0,0.25,1.13,66.09,0.91,3.98,0,0.87,3.72,0.02,0.02,5.77,2.19,0,2.25,0,0.83,7.4,0.26,0.62,6.62
"Jarryd Roughead","Hawthorn",52,"Forward",8.5,7.4,15.9,70.29,1.67,1.06,2.17,2.92,0.31,2.17,1.5,2.37,0.9,0.81,7.73,8.63,0.17,1.13,1.94,2.12,0.06,0.65,87.02,0.4,1.1,6.6,211.27,2.69,1.88,1.12,0,0.06,3.04,1.12,3.58,5.33,1.73,4.63,0.52,0.21,10.79,6.92,1.15,1.46
"Hayden Ballantyne","Fremantle",30,"Forward",7.37,3.43,10.8,63.17,1.1,0.8,0,2.57,0.27,2.47,0.73,2.6,0.67,1.1,3.43,7.6,0,0.1,0.97,1.03,0.23,0.4,77.57,0.3,0.43,4.4,202.73,2.97,0.83,0.8,0,0,0.73,0.07,3.83,4.3,1.2,2.6,0,0.03,13.53,0,0.4,0.6
"Aaron Sandilands","Fremantle",27,"Ruck",3.19,8.19,11.37,68.7,0.22,0.11,38.3,1.63,0.41,1.26,3.63,2.89,1.19,1.44,7.52,4.22,0.22,1.26,0.33,3.78,0,0.11,77.59,1.07,2.56,4.67,73.44,2.04,1.22,0.15,0.19,0.78,2.3,0.81,3.59,1.52,0.41,4.04,12.67,0.52,7.41,57.33,3.07,3.04
"Andy Otten","Adelaide",30,"Defender",7.97,6.17,14.13,78.13,0.67,0.27,1.3,2.1,1.37,1.33,0.47,1.83,0.9,0.9,5.3,8.97,0.03,0.9,0.77,3.77,0.03,0.37,83.9,0.17,0.27,3.83,175.6,2.2,4,0.33,0.27,1.67,1.6,0.43,5.4,5.73,0.63,3.27,0.43,1.27,11.47,4.67,0.87,3.2
"Mark Baguley","Essendon",52,"Defender",7.4,5.37,12.77,80.83,0.62,0.21,0,3.02,1.46,1.35,0.33,2.23,0.88,1.31,4.1,8.96,0,0.54,0.54,2.38,0.06,0.29,86.17,0.1,0.23,3.6,166.31,2.25,2.96,0.77,0.54,1.52,0.65,0.25,5.17,5.77,0.48,2.44,0,0.81,10.85,0,0.69,1.83
