"Player_Name","player_team","Games","PositionType","kicks","handballs","disposals","disposal_efficiency_percentage","goals","behinds","hitouts","tackles","rebounds","inside_fifties","clearances","clangers","free_kicks_for","free_kicks_against","contested_possessions","uncontested_possessions","brownlow_votes","contested_marks","marks_inside_fifty","one_percenters","bounces","goal_assists","time_on_ground_percentage","centre_clearances","stoppage_clearances","score_involvements","metres_gained","turnovers","intercepts","tackles_inside_fifty","contest_def_losses","contest_def_one_on_ones","contest_off_one_on_ones","contest_off_wins","def_half_pressure_acts","effective_kicks","f50_ground_ball_gets","ground_ball_gets","hitouts_to_advantage","intercept_marks","pressure_acts","ruck_contests","score_launches","spoils"
"Aaron Naughton","Western Bulldogs",53,"Forward",6.53,3.7,10.23,71.81,0.92,0.64,0.42,1.68,0.91,1.34,0.09,1.85,0.94,0.58,5.36,4.89,0.13,1.89,1.26,2.68,0.09,0.32,82.74,0,0.09,3.94,159.64,2.04,2.68,0.38,0.3,0.91,2.92,0.83,3.28,4.21,0.74,2.36,0.09,1.02,9.74,1.04,0.45,2.08
"Patrick Lipinski","Western Bulldogs",45,"Forward",7.69,9.78,17.47,74.09,0.62,0.36,0,2.71,0.82,2.02,1.47,2.13,0.53,0.62,5.56,12.2,0,0.09,0.51,0.89,0.04,0.51,78,0.31,1.16,4.93,196.78,2.71,1.84,0.58,0.07,0.13,0.36,0.09,6.2,4.71,1.09,4.49,0,0.22,15.87,0,0.82,0.31
"Tom Liberatore","Western Bulldogs",50,"Midfield",7.84,11.34,19.18,72.22,0.36,0.3,0,4.66,0.9,2.46,4.54,2.28,0.9,1.12,10.34,9.1,0,0.14,0.3,1.08,0.04,0.24,77.6,1.7,2.84,5.06,211.98,2.74,2.28,0.6,0.12,0.16,0.36,0.1,8.96,4.42,1.34,8.38,0,0.06,21.72,0.04,1.42,0.32
"Alex Keath","Western Bulldogs",48,"Defender",8.19,4.81,13,76.98,0.04,0.02,0.08,1.4,2.48,0.9,0.25,1.9,0.69,0.83,5.52,7.73,0.12,0.96,0.02,5.08,0.06,0,89.1,0,0.25,1.62,189.58,2.54,6.25,0.02,0.92,3.23,0.08,0.04,5.23,5.98,0,3.33,0.02,1.96,6.94,0.21,0.71,4.06
"Jason Johannisen","Western Bulldogs",79,"Defender",12.47,7.75,20.22,78.16,0.37,0.42,0,2.04,3.24,3.09,0.81,2.06,0.56,0.43,5.05,13.92,0.14,0.15,0.35,1.59,1.08,0.58,83.32,0.13,0.68,4.57,377.52,3.66,4.18,0.2,0.25,0.72,0.18,0.01,7.15,9.14,0.38,4.35,0,0.56,11.97,0,1.05,1.06
"Lachie Hunter","Western Bulldogs",76,"Midfield",14.66,11.49,26.14,74.66,0.46,0.47,0,2.51,2.12,3.64,2.05,2.38,1.11,0.54,6.86,18.71,0.21,0.17,0.64,1.57,1.04,0.3,88.47,0.36,1.68,5.59,380.05,4.28,4.03,0.41,0.29,0.5,0.43,0.08,7.36,9.36,0.78,5.18,0,0.51,15.41,0,1.03,0.7
"Jack Macrae","Western Bulldogs",82,"Midfield",13.5,16.62,30.12,74.38,0.22,0.18,0.11,5.11,1.68,3.94,4.78,2.78,1.77,0.73,12.05,18.22,0.54,0.21,0.16,1.26,0.33,0.62,85.55,1.67,3.12,6.18,329.39,4.37,3.4,0.62,0.04,0.16,0.35,0.09,8.67,9.11,1.28,8.82,0.05,0.44,18.41,0.5,1.82,0.41
"Marcus Bontempelli","Western Bulldogs",82,"Midfield",13.43,10.27,23.7,67.94,0.83,0.96,0.18,5.04,1.52,4.72,4.99,3.6,1.39,1.33,11.18,13.07,0.61,0.76,0.83,2.38,0.16,0.76,85.68,2.32,2.65,6.5,401.54,4.66,2.45,0.93,0.02,0.15,1.15,0.39,8.35,7.85,1.2,7.11,0.06,0.37,20.46,1.16,1.51,1.1
"Ed Richards","Western Bulldogs",58,"Midfield",6.84,5.24,12.09,68.52,0.4,0.43,0.02,2.28,0.95,2.24,0.62,1.88,0.66,0.71,4.64,7.33,0,0.1,0.21,1.55,0.66,0.41,77.55,0.14,0.48,3.34,195.5,2.36,2.52,0.36,0.07,0.43,0.62,0.21,6.34,4.07,0.69,3.71,0,0.28,13.9,0,0.78,0.95
"Easton Wood","Western Bulldogs",66,"Defender",7.65,4.62,12.27,79.39,0.05,0.09,0,1.45,2.26,1.08,0.18,1.98,0.77,0.83,4.5,7.53,0,0.83,0.06,4.64,0.29,0.06,82.59,0,0.18,2,177.29,2.21,5.48,0,0.53,1.98,0.26,0.05,5.88,5.67,0.05,2.82,0,1.77,7.86,0.05,0.88,4.09
"Bailey Williams","Western Bulldogs",53,"Defender",11.38,5.85,17.23,74.3,0.19,0.34,0,1.94,3.79,2.26,0.58,2.32,0.53,0.58,4.64,11.49,0.02,0.43,0.11,2.09,0.3,0.21,81.15,0.08,0.51,3.3,355.04,3.81,4.45,0.09,0.53,1.13,0.15,0.06,6.26,8,0.17,3.49,0,1.36,9.57,0.02,0.96,1.6
"Mitch Wallis","Western Bulldogs",58,"Forward",7.09,10.45,17.53,72.43,1.03,0.47,0,2.98,0.52,2.64,2.71,1.86,1.4,0.72,8.9,9.29,0.03,0.4,0.9,0.93,0.09,0.55,80.88,1.05,1.66,5.4,185.19,2.83,1.66,0.98,0,0.05,1.29,0.48,5.12,4.45,1.86,6.17,0,0.1,15,0.02,1,0.19
"Josh Bruce","Western Bulldogs",62,"Forward",5.84,4.94,10.77,67.65,1.45,0.89,1.4,1.87,0.29,1.37,0.84,2.29,1.08,1.31,5.92,5.11,0.06,1.39,1.84,1.4,0.05,0.39,87.98,0.32,0.52,4.71,146.68,2.31,1.15,0.79,0.02,0.13,3.39,0.77,2.73,3.48,1.23,3.1,0.32,0.39,10.4,10.06,0.61,1.19
"Tim English","Western Bulldogs",47,"Ruck",6.68,6.32,13,74.15,0.36,0.49,16.55,2.64,0.68,1.89,2.04,2.17,1.19,1.04,6.02,7.4,0.02,1.06,0.62,3.89,0.09,0.09,83.96,0.87,1.17,4.21,156.4,2,2.34,0.34,0.13,0.53,1.02,0.17,5.02,4.32,0.26,3.13,4.62,1.04,12.32,56.51,1.68,3.09
"Taylor Duryea","Western Bulldogs",49,"Defender",10.55,5.51,16.06,76.33,0.18,0.35,0,2.27,2.27,2.22,0.31,1.92,0.65,0.69,4.43,11.33,0,0.41,0.35,2.16,0.08,0.51,80.2,0.08,0.22,3.76,255.2,3.37,4.27,0.18,0.22,0.8,0.57,0.16,5.71,7.86,0.53,3.24,0,1.02,9.98,0,0.76,1.55
"Josh Dunkley","Western Bulldogs",61,"Midfield",10.36,12.11,22.48,70.54,0.54,0.57,0.57,5.8,0.89,2.9,3.56,2.33,1.26,0.77,10.1,12.52,0.31,0.43,0.72,1.98,0.15,0.41,82.02,1.18,2.38,5.56,212.54,3.54,2.7,1.38,0.05,0.2,0.77,0.18,8.21,5.79,1.59,7.7,0.1,0.3,20.21,4.59,1.21,0.87
"Caleb Daniel","Western Bulldogs",75,"Defender",12.57,9.67,22.24,78.76,0.17,0.19,0,2.87,3.23,2.12,1.32,2.15,0.59,0.56,6.35,14.24,0.07,0.05,0.08,1.83,0.48,0.23,82.63,0.32,1,4.43,319.21,3.59,4.52,0.25,0.29,0.64,0.12,0.01,8.57,9.07,0.32,5.45,0,0.56,14.71,0,1.08,0.95
"Hayden Crozier","Western Bulldogs",73,"Defender",10.53,4.92,15.45,75.6,0.22,0.27,0,2.81,2.74,2.03,0.38,1.95,0.95,0.66,4.62,10.7,0,0.62,0.25,3.05,0.14,0.18,81.77,0.1,0.29,2.9,295.29,3.26,4.19,0.34,0.25,0.79,0.4,0.1,5.88,7.64,0.41,2.99,0,1.26,11.04,0,0.82,2.42
"Zaine Cordy","Western Bulldogs",74,"Defender",6.84,3.93,10.77,78.85,0.03,0.03,0.47,1.95,1.91,0.84,0.26,1.64,0.65,0.73,3.95,6.85,0,0.45,0.03,5.85,0.14,0.05,91.32,0.04,0.22,1.86,155.19,1.82,4.39,0.12,0.73,2.49,0.26,0.09,6.12,5,0.08,2.53,0.11,1.24,8.77,2.35,0.68,5.08
"Darcy Gardiner","Brisbane Lions",81,"Defender",8.44,4.73,13.17,79.49,0.02,0.01,0,1.99,2.78,0.91,0.2,2.43,0.77,1.11,4.68,8.48,0,0.43,0.04,5.57,0.04,0.1,86.78,0.02,0.17,2.17,178.04,2.23,5.57,0,0.86,2.86,0.06,0.02,6.42,6.36,0,3.28,0,1.3,8.12,0,0.9,4.6
"Tom Atkins","Geelong",35,"Forward",4.71,6.74,11.46,71.69,0.26,0.14,0,4.23,0.51,1.49,1.34,1.77,0.49,0.63,6.17,5.63,0,0.14,0.2,1.09,0.09,0.31,78.23,0.31,1.03,3.17,108.09,1.89,1.6,1,0.06,0.2,0.54,0.06,7.6,3.06,1.09,5.03,0,0.03,19.14,0,0.94,0.51
"Riley Bonner","Port Adelaide",50,"Defender",11.9,4.96,16.86,75.28,0.16,0.12,0,1.3,3.1,2.38,0.72,2.8,0.34,1.2,4.18,12.18,0.04,0.12,0.02,2.02,0.36,0.08,80.6,0.14,0.58,3.06,351.14,3.76,4.1,0.04,0.38,1.04,0,0,6.18,8.46,0.02,3.52,0,0.6,8.94,0,0.76,1.56
"Travis Varcoe","Collingwood",53,"Forward",6.11,5.98,12.09,77.55,0.47,0.3,0,2.6,0.62,1.91,0.34,1.6,0.32,0.62,4.26,7.83,0,0.15,0.51,1.36,0.08,0.53,74.23,0.11,0.23,3.91,172.51,2.13,1.98,0.74,0.09,0.23,0.57,0.11,4.89,3.89,1.15,3.28,0,0.21,13.96,0,0.6,0.45
"Stephen Hill","Fremantle",46,"Midfield",11.11,6.61,17.72,68.98,0.17,0.11,0,2.89,2.35,2.46,1.72,2.39,0.5,0.74,5.93,11.61,0.02,0.2,0.17,1.72,0.17,0.26,79.65,0.63,1.09,3.67,310.8,3.78,3.02,0.28,0.15,0.57,0.15,0.04,6.91,6.65,0.37,4.52,0,0.63,12.8,0,0.76,1.26
"Ethan Hughes","Fremantle",61,"Defender",8.36,6.48,14.84,77.57,0.07,0.03,0,1.36,2.21,1.23,0.38,2.08,0.66,0.69,5.26,9.59,0,0.51,0.05,3.36,0.11,0.02,82.43,0.05,0.33,2.16,181.34,2.48,5.36,0,0.31,1.28,0.07,0.02,6.49,6,0.05,3.92,0,1.38,8.9,0.02,0.69,2.59
"Adam Cerra","Fremantle",58,"Midfield",8.5,6.86,15.36,72.52,0.19,0.26,0,3.09,1.66,2.16,1.41,1.86,0.83,0.67,5.69,9.74,0.05,0.26,0.19,1.74,0.07,0.29,78.19,0.47,0.95,3.14,224.93,2.86,2.93,0.38,0.09,0.28,0.36,0.07,8.14,5.59,0.38,4.19,0,0.62,15.72,0,0.79,1.22
"Reece Conca","Fremantle",60,"Midfield",11.23,6.9,18.13,67.37,0.07,0.18,0,3.77,2.57,2.07,1.95,2.98,0.78,1.03,5.95,11.08,0.02,0.07,0.13,1.72,0.28,0.23,76.78,0.63,1.32,3.37,281.58,4.2,3.57,0.32,0.18,0.63,0,0,7.35,6.8,0.4,4.52,0,0.32,12.7,0,0.8,1
"Brennan Cox","Fremantle",47,"Forward",5.85,5.23,11.09,76.72,0.57,0.57,1.57,1.83,0.7,1.38,0.28,1.89,0.55,0.81,4.98,6.66,0.02,1.38,0.87,3.36,0.04,0.4,88.06,0.15,0.15,3.49,130.36,2.04,2.55,0.72,0.28,0.91,2.34,0.62,3.98,4.02,0.72,2.62,0.47,0.79,11.21,5.79,0.55,2.53
"Sean Darcy","Fremantle",41,"Ruck",3.46,6.76,10.22,69.27,0.29,0.44,27.68,2.95,0.46,1.34,2.34,2.9,0.66,1.78,6.51,4.12,0,0.63,0.37,2.68,0,0.22,82.02,0.83,1.51,3.12,97.56,1.68,1.34,0.27,0.24,0.73,1.27,0.32,5.17,1.61,0.76,4.22,7.63,0.34,10.34,55.8,1.49,1.9
"Taylin Duman","Fremantle",39,"Defender",9.36,4.41,13.77,72.33,0.03,0.08,0,2.26,2.9,0.95,0.49,2.18,0.62,0.74,4.46,9.15,0,0.26,0.03,3.62,0.05,0.03,82.56,0.03,0.46,1.82,209.46,2.62,4.74,0,0.33,1.05,0.05,0,7.41,6.41,0.03,3.36,0,1.18,10.41,0,0.74,2.97
"Nathan Wilson","Fremantle",78,"Defender",13.44,3.67,17.1,77.76,0.08,0.14,0,1.35,4.83,2.82,0.44,2.42,0.62,0.54,3.86,11.63,0,0.17,0.04,2.79,0.77,0.23,81.99,0.08,0.36,3.23,457.58,4.49,4.31,0.03,0.36,1.01,0.03,0,6.28,10,0.04,3,0,0.83,8.62,0,1.08,2.32
"Travis Colyer","Fremantle",49,"Forward",8.43,5.86,14.29,68.55,0.45,0.47,0,2.27,0.76,2.35,1.35,2.14,0.43,0.31,5.27,9.18,0,0.06,0.33,0.76,0.55,0.33,73.33,0.29,1.06,3.82,229.69,2.65,2.02,0.39,0.04,0.06,0.33,0.06,5.24,4.94,1.06,4.41,0,0.18,13.06,0,0.8,0.39
"Mitchell Crowden","Fremantle",24,"Forward",4.79,5.25,10.04,69.46,0.42,0.21,0,4.17,0.25,1.75,0.83,1.88,0.46,1.12,4.12,6.21,0,0.04,0.42,1.04,0,0.25,77.33,0.17,0.67,2.96,140.42,2.29,1.12,0.92,0.04,0.12,0.42,0,6.33,2.88,0.96,3.21,0,0.12,17.96,0,0.42,0.42
"Nat Fyfe","Fremantle",70,"Midfield",12.11,14.56,26.67,72.03,0.77,0.61,0.23,3.96,1.26,3.89,6.27,4.21,1.81,1.81,15.41,11.97,0.91,1.54,0.69,2.43,0.27,0.57,85.21,2.6,3.67,6.51,312.46,4.01,3.84,0.54,0.04,0.2,1.43,0.57,9.33,7.17,1.27,8.93,0.09,0.89,20.3,0.64,1.89,1.16
"Jesse Hogan","Fremantle",49,"Forward",8.88,6.53,15.41,65.84,1.73,0.88,0.24,1.43,0.2,2.29,0.39,2.35,1.14,0.53,6.57,9.18,0.16,1.06,1.96,1.35,0.04,0.53,86.67,0.12,0.27,5.94,199.1,3.02,1.2,0.59,0,0,3.43,0.98,1.65,5.39,1.82,4.08,0.12,0.2,7.96,1.02,0.47,1.02
"Rory Lobb","Fremantle",71,"Forward",6.83,4.15,10.99,65.58,0.72,0.49,15.34,2.1,0.82,2.06,1.39,2.23,1.18,0.79,6.7,4.82,0.01,2.07,0.86,3.49,0,0.25,88.31,0.63,0.76,3.82,191.56,2.51,2.03,0.51,0.13,0.46,2.87,0.93,4.41,3.94,0.51,3.06,5,0.94,10.69,37.31,1.32,2.86
"David Mundy","Fremantle",81,"Midfield",10.19,11.22,21.41,70.81,0.54,0.37,0.07,3.99,1.21,3.22,4.46,2.33,0.64,0.75,10.26,11.85,0.26,0.21,0.56,1.6,0.01,0.57,77.81,1.8,2.65,5.21,263.3,3.28,2.15,0.43,0.04,0.07,0.72,0.22,8.15,5.99,1,7.11,0.02,0.3,17.43,0.17,1.1,0.35
"Luke Ryan","Fremantle",66,"Defender",13.55,4.95,18.5,81.23,0.05,0.02,0,2.33,5,1.15,0.35,2.03,0.68,0.79,5.12,11.26,0.11,0.42,0.05,4.06,0.23,0.09,85.88,0.02,0.33,2.24,363.86,4.14,7.26,0,0.71,2.08,0,0,7.94,10.91,0.02,3.73,0,2.33,10.24,0.03,1.03,3.26
"Lachie Schultz","Fremantle",24,"Forward",6.46,4,10.46,56.5,0.67,0.42,0,2.5,0.5,1.58,0.42,2.79,0.75,0.83,4.38,6.25,0,0.25,0.92,0.67,0,0.25,78.38,0,0.42,3.08,165.54,3.04,1,0.88,0,0,0.71,0.04,3.88,3.17,1.17,3.17,0,0.04,13.79,0,0.38,0.29
"Andrew Brayshaw","Fremantle",56,"Midfield",7.88,9.64,17.52,68.88,0.21,0.27,0,4.84,1.18,2.21,2.23,2.29,0.86,0.54,7.38,10.41,0.02,0.11,0.18,1.34,0.18,0.23,71.04,0.48,1.75,3.21,197.02,3.21,2.45,0.59,0.11,0.21,0.23,0.07,9.07,4,0.91,5.43,0,0.25,20.34,0,0.59,0.5
"James Aish","Fremantle",51,"Defender",9.69,6.84,16.53,71.8,0.1,0.16,0,2.39,1.82,2.29,1.04,2,0.8,0.39,4.94,11.31,0,0.29,0.22,1.33,0.08,0.31,79.43,0.18,0.86,2.65,251.02,3.06,3.82,0.18,0.16,0.55,0.16,0,6.04,6.02,0.22,3.57,0,0.92,10.41,0.02,0.75,0.96
"Blake Acres","Fremantle",56,"Midfield",9.57,9.46,19.04,74.98,0.38,0.29,0.38,3.32,1.3,3.02,1.98,2.55,0.89,1.02,6.59,12.89,0.02,0.32,0.45,1.32,0.54,0.45,76.93,0.27,1.7,4.73,275.09,3.55,2.64,0.64,0.12,0.29,0.96,0.25,7.34,6.45,0.79,4.75,0.04,0.54,17.05,3.71,1.21,0.61
"Jordan Dawson","Sydney",41,"Defender",11.49,5.46,16.95,70.68,0.61,0.29,0.15,2.76,2.78,2.12,0.73,2.46,0.88,0.59,5.24,10.85,0.02,0.85,0.39,1.88,0.12,0.46,80.83,0.07,0.66,3.78,293.17,3.15,3.93,0.37,0.2,0.68,0.49,0.12,6.02,8.02,0.34,3.39,0.02,1.46,11.61,1.44,0.8,1.54
"Harry Cunningham","Sydney",60,"Midfield",10.2,6.72,16.92,78.95,0.2,0.13,0,3.05,2.63,2.22,0.85,1.68,0.67,0.5,4.42,12.12,0,0.15,0.22,1.02,0.55,0.3,82.42,0.1,0.75,2.95,292.28,3,3.05,0.48,0.17,0.48,0.2,0.03,7.03,7.35,0.23,3.5,0,0.52,12.65,0,0.53,0.62
"Ryan Clarke","Sydney",58,"Midfield",9.34,9.22,18.57,69.21,0.19,0.16,0,2.28,1.86,2.24,1.19,2.22,0.55,0.6,5.21,13.03,0,0.05,0.1,0.88,0.07,0.22,80.86,0.34,0.83,3.5,247.28,3.33,3.29,0.26,0.21,0.47,0.16,0,8.43,5.83,0.36,4.33,0,0.24,14.95,0,0.84,0.47
"Nick Blakey","Sydney",37,"Forward",7.54,2.81,10.35,63.03,0.73,0.73,0,2.27,0.7,2.35,0.7,1.86,1.24,0.73,4.59,5.46,0,0.49,0.7,1.05,0.57,0.46,77.65,0.22,0.49,3.41,215.14,2.51,1.65,0.57,0,0.05,1.54,0.57,4.05,4.38,0.7,2.68,0,0.16,12.32,0.05,0.38,0.81
"Aliir Aliir","Sydney",51,"Defender",8.65,5.29,13.94,75.41,0.1,0.04,3.24,1.73,2.92,1.33,1.08,2.75,0.69,1.25,5.71,8.29,0.06,0.9,0.12,4.45,0.16,0.12,85.47,0.55,0.53,2.18,223.98,2.82,6.08,0.06,0.75,2.92,0.24,0.04,6.27,5.98,0.02,3.73,0.78,2.41,8.96,13.02,0.92,3.82
"Callum Mills","Sydney",70,"Defender",10.9,7.16,18.06,79.33,0.03,0.06,0,2.7,3.23,1.43,0.73,2.14,0.8,0.69,5.21,12.16,0.04,0.67,0.03,3.07,0.04,0.1,85.06,0.2,0.53,2.56,289.31,3.21,5.87,0.14,0.53,1.76,0.06,0,6.07,8.33,0.1,3.71,0,1.87,8.6,0,0.99,2.67
"Jackson Thurlow","Sydney",34,"Defender",8.97,5.44,14.41,73.56,0.24,0.09,0,2.03,2.65,1.91,0.97,2.09,0.29,0.56,4.47,9.91,0,0.12,0.12,2.29,0.06,0.35,74.74,0.06,0.91,3.06,241.62,2.94,3,0.03,0.09,0.38,0.26,0.12,6.32,5.76,0.32,3.74,0,0.56,10.26,0.03,0.88,1.76
"Sam Reid","Sydney",55,"Forward",6.6,4.84,11.44,71.73,1.18,0.69,3.42,2.04,0.45,1.31,0.35,1.38,0.87,0.33,5.56,6.18,0.13,1.69,1.8,2.38,0,0.4,85.2,0.09,0.25,4.29,157.07,1.76,1.62,0.85,0.07,0.22,3.31,1.16,3.36,4.55,1.25,2.76,0.93,0.53,10.64,8.71,0.6,1.76
"Jake Lloyd","Sydney",85,"Defender",17.71,9.96,27.67,80.14,0.15,0.13,0,1.71,5.72,1.88,0.95,2.2,0.58,0.38,5.45,18.68,0.13,0.18,0.18,1.92,0.33,0.2,87.98,0.22,0.73,4.22,472.86,4.74,5.15,0.04,0.36,0.99,0.09,0.06,7.42,13.11,0.14,4.49,0,1,10.21,0,1.24,1.52
"Tom McCartin","Sydney",48,"Forward",5.54,3.71,9.25,63.83,0.58,0.38,0.06,1.5,0.62,1.48,0.12,1.9,0.81,0.77,4.88,4.5,0,1.4,0.71,2.38,0.04,0.27,82.15,0,0.12,2.83,134.04,2.31,2.06,0.5,0.29,0.58,2.58,0.62,2.9,3.38,0.71,2.46,0.04,0.77,9.15,0.42,0.31,1.79
"Robbie Fox","Sydney",38,"Defender",5.76,5.21,10.97,74.97,0.21,0.08,0.18,3.32,1.89,1.13,0.71,1.92,0.66,0.87,4.26,6.92,0,0.13,0.18,3.45,0.18,0.26,80.11,0.16,0.55,2,149.66,2.45,2.55,0.42,0.37,1.32,0.34,0.05,6.92,4.18,0.26,3.13,0.03,0.21,12.29,1.63,0.37,2.63
"Oliver Florent","Sydney",70,"Midfield",9.91,6.57,16.49,64.36,0.33,0.26,0,2.3,1.41,3.14,2.24,2.56,0.51,0.8,6.31,10.06,0.11,0.21,0.24,1.01,0.43,0.31,80.79,0.53,1.7,3.63,295.33,4.01,2.7,0.24,0.04,0.29,0.41,0.11,8.03,5.41,0.67,5.31,0,0.27,15.27,0,0.83,0.5
"Josh P. Kennedy","Sydney",75,"Midfield",11.47,14.24,25.71,67.09,0.48,0.4,0,5.37,1.27,3.59,6.08,3.53,0.97,1.05,13.07,12.35,0.51,0.16,0.29,0.96,0.04,0.41,80.2,2.39,3.68,5.16,283.77,4.31,2.47,0.63,0.09,0.15,0.21,0.07,9.91,5.99,1.27,9.57,0,0.13,20.6,0.24,1.45,0.16
"Will Hayward","Sydney",69,"Forward",6.59,4.06,10.65,68.3,1.04,0.72,0,2.71,0.23,1.78,0.57,2.03,0.7,0.77,4.43,6.09,0,0.62,1.03,1.26,0.01,0.35,78.78,0.13,0.42,3.57,175.43,2.49,1.32,0.84,0.04,0.17,1.61,0.39,4.51,4.13,1,3.09,0,0.14,13.74,0,0.52,0.88
"Callum Sinclair","Sydney",69,"Ruck",7.57,4.77,12.33,64.32,0.49,0.32,23.87,2.9,0.93,2.29,2.59,3.14,1.42,1.52,7.28,5.19,0.13,1.03,0.67,3.58,0.01,0.28,81.28,0.97,1.62,3.49,172.45,2.87,2.13,0.45,0.14,0.83,1.48,0.39,5.46,4.35,0.46,4.38,6,0.57,10.96,60.65,1.58,2.91
"Lewis Melican","Sydney",46,"Defender",6.5,4.52,11.02,78.15,0.02,0.02,0,1.87,2.5,0.65,0.15,1.93,0.54,0.89,4.2,6.74,0,0.57,0.02,5.54,0,0.07,87.26,0.02,0.13,1.72,168.93,1.67,4.89,0,0.83,2.65,0.11,0.02,6.17,4.74,0,3.04,0,1.2,8.22,0,0.89,4.76
"Tom Papley","Sydney",79,"Forward",9.51,4.73,14.24,64.29,1.48,1.23,0,2.97,0.54,2.9,1.57,2.48,1.04,0.99,5.97,8.49,0.05,0.32,1.13,1.05,0.73,0.75,83.34,0.52,1.06,5.7,246.48,3,1.2,0.92,0,0.05,1.52,0.42,4.05,5.58,1.53,4.16,0,0.18,14.06,0,0.85,0.44
"James Rowbottom","Sydney",28,"Midfield",7.93,6.39,14.32,69.25,0.29,0.32,0,4.18,1.14,2.36,2.5,2.54,0.71,0.82,7,7.57,0,0.11,0.18,0.68,0,0.36,72.64,0.54,1.96,2.82,221.93,3.07,2,0.43,0.04,0.11,0.39,0.14,8.5,4.5,1,5.5,0,0.18,18.86,0,0.64,0.32
"Luke Parker","Sydney",85,"Midfield",12.44,11.67,24.11,65.15,0.68,0.45,0.02,5.35,1.27,3.45,5.56,4,1.38,1.55,12.33,11.28,0.49,0.6,0.62,1.64,0.02,0.58,86.46,2.22,3.32,5.55,302.45,4.22,2.71,0.84,0.05,0.19,0.73,0.21,10.09,6.64,1.25,8.27,0.01,0.46,21.35,0.6,1.65,0.55
"Jack Steven","Geelong",58,"Midfield",12.52,11.62,24.14,69.22,0.43,0.48,0,3.95,1.21,3.98,4.76,3.45,1.47,0.78,9.17,14.79,0.55,0.12,0.31,1,1,0.41,77.02,2.16,2.57,5.57,339.29,4.09,1.79,0.74,0.07,0.12,0.45,0.24,6.97,7.31,0.93,6.17,0,0.09,17.03,0,1.43,0.24
"Esava Ratugolea","Geelong",40,"Forward",5,3.7,8.7,67.67,0.68,0.68,6.53,2.27,0.15,1.38,1.1,1.85,1.43,0.85,6.1,3.1,0,1.57,0.95,1.43,0,0.25,74.2,0.5,0.6,3.12,134.57,2.12,1.2,0.7,0.08,0.35,3.6,1.07,2.2,3.23,0.85,2.95,1.7,0.32,7.88,17.7,0.72,1.02
"Sam Collins","Gold Coast",28,"Defender",6.39,4.5,10.89,80.29,0,0,0.11,1.68,2.82,0.5,0.21,1.75,0.96,0.64,5.68,5.07,0,1.21,0.04,6.21,0,0.04,96.32,0.04,0.18,1.07,147.57,2.11,7.32,0.04,1.11,4.07,0.07,0,5.29,4.82,0,3.46,0,2.64,6.89,0.32,0.71,5.57
"Wil Powell","Gold Coast",35,"Forward",6.49,5.4,11.89,72.03,0.31,0.26,0,2.11,1.71,1.4,0.63,1.86,0.83,0.54,4.6,7.71,0,0.26,0.17,1.77,0.03,0.17,76.89,0.06,0.57,2.26,171.57,2.23,3.34,0.29,0.17,0.37,0.91,0.17,5.6,4.23,0.46,3.23,0,0.77,11.89,0,0.43,1.31
"Luke Breust","Hawthorn",80,"Forward",7.99,6.04,14.03,69.96,1.71,0.8,0,4,0.39,2.74,1.32,2.16,1.18,0.92,7.22,7.44,0.11,0.56,1.39,1.09,0.18,0.8,82.03,0.24,1.07,6.17,220.89,2.46,1.49,1.44,0.01,0.04,1.62,0.54,4.85,4.91,1.92,4.83,0,0.08,16.43,0.01,0.92,0.42
"Shaun Burgoyne","Hawthorn",70,"Defender",9.04,8.03,17.07,77.27,0.6,0.4,0,3.66,1.54,2.76,2.34,2.1,0.76,1,7.41,9.4,0.07,0.31,0.5,2.27,0.24,0.59,77.26,0.87,1.47,4.9,237.27,2.54,3.09,0.57,0.19,0.69,0.79,0.21,6.8,6.23,0.99,4.91,0,0.46,15.14,0,1.16,1.09
"Jonathon Ceglar","Hawthorn",39,"Ruck",4.82,6.59,11.41,70.51,0.31,0.18,20.97,2.21,1.03,1.56,2.38,2.49,1,1.31,6.9,4.79,0,1.44,0.51,3.31,0,0.15,77.21,0.64,1.74,3.54,112.62,2.23,1.95,0.21,0.18,0.51,1.82,0.46,3.77,2.41,0.51,2.97,5.31,0.9,8.9,44.67,1.72,2.82
"Harry Morrison","Hawthorn",42,"Midfield",8.33,5.9,14.24,73.69,0.12,0.26,0,2.71,1.05,2.07,1,1.74,0.57,0.55,4.62,9.81,0,0.14,0.29,1.33,0.12,0.33,76.71,0.24,0.76,3.4,208.26,2.74,2.52,0.45,0.1,0.29,0.45,0.07,6.29,5.36,0.74,3.71,0,0.4,13.88,0,0.76,0.74
"Tim O'Brien","Hawthorn",60,"Forward",7.25,3.15,10.4,74.35,0.78,0.4,2.38,1.75,0.8,1.28,0.32,1.47,1.15,0.57,4.52,5.9,0.03,1,0.83,2.65,0,0.28,79.57,0.1,0.22,3.22,171.18,2.3,2.33,0.53,0.18,0.73,1.78,0.45,3.52,5.17,0.52,2.17,0.7,0.53,9.65,9.48,0.5,2.25
"Paul Puopolo","Hawthorn",63,"Forward",5.87,6.11,11.98,73.7,0.84,0.33,0,4.52,0.17,1.95,0.94,2.05,1.1,0.81,5.89,5.78,0.02,0.16,0.4,0.9,0.13,0.6,81.24,0.33,0.6,4.52,147.54,2.57,1.33,1.73,0.02,0.05,1.92,0.3,4.86,3.83,2,4.56,0,0.06,20.6,0,0.68,0.37
