"season","round","date","Home_team","Away_team","home_score","away_score","WinningTeam","margin","BO_Diff","CCL_Diff","CG_Diff","CL_Diff","CM_Diff","CP_Diff","D_Diff","DE_Diff","FA_Diff","FF_Diff","GA_Diff","HB_Diff","I50_Diff","ITC_Diff","K_Diff","M_Diff","MG_Diff","OP_Diff","R50_Diff","SCL_Diff","SI_Diff","TO_Diff","UP_Diff","T5_Diff","Winner"
2020,"Round 5",2020-07-04,"Brisbane","Port Adelaide",85,48,"Brisbane",37,-2,8,-1,-4,9,13,11,0.100000000000009,-3,3,2,-10,13,0,21,22,530,-20,-5,-12,24,0,-1,-13,"HOME"
2020,"Round 5",2020-07-05,"GWS","Hawthorn",83,49,"GWS",34,1,-7,-10,-8,8,21,82,3.90000000000001,-14,14,2,20,-12,9,62,62,223,9,17,-1,23,-8,67,-3,"HOME"
2020,"Round 6",2020-07-09,"Geelong","Brisbane",73,46,"Geelong",27,-2,0,11,6,-4,21,82,6.7,5,-5,3,39,-4,-3,43,30,458,3,13,6,16,3,64,2,"HOME"
2020,"Round 6",2020-07-10,"Collingwood","Hawthorn",59,27,"Collingwood",32,3,5,-7,5,-3,17,16,0.5,-4,4,4,41,15,0,-25,-41,532,-1,-7,0,1,1,1,-3,"HOME"
2020,"Round 6",2020-07-11,"Fremantle","St Kilda",79,73,"Fremantle",6,-6,-5,-1,0,4,-5,23,5.59999999999999,-7,7,6,7,3,4,16,23,-70,8,-3,5,3,-4,33,-4,"HOME"
2020,"Round 6",2020-07-11,"West Coast","Adelaide",67,34,"West Coast",33,1,9,-4,11,3,5,-40,-1,1,-1,3,-40,25,2,0,-12,211,12,-19,2,28,-2,-39,2,"HOME"
2020,"Round 6",2020-07-11,"Melbourne","Gold Coast",80,63,"Melbourne",17,0,3,1,10,4,24,-2,-1.8,2,-2,3,-6,13,-10,4,-8,537,-7,-8,7,-4,8,-30,-5,"HOME"
2020,"Round 6",2020-07-11,"Essendon","North Melbourne",67,53,"Essendon",14,8,-1,8,-4,3,0,63,3.90000000000001,2,-2,4,65,-4,6,-2,-3,179,0,5,-3,41,-6,61,3,"HOME"
2020,"Round 6",2020-07-12,"Port Adelaide","GWS",63,46,"Port Adelaide",17,3,8,-5,16,-3,2,-22,-1.3,-5,5,0,-39,18,-16,17,-8,561,8,-16,8,-19,16,-29,3,"HOME"
2020,"Round 6",2020-07-12,"Richmond","Sydney",34,26,"Richmond",8,12,0,1,4,1,-2,-4,0.299999999999997,2,-2,1,-10,18,-4,6,15,604,3,-16,4,8,5,3,-4,"HOME"
2020,"Round 6",2020-07-12,"Carlton","Western Bulldogs",103,51,"Carlton",52,-5,1,19,3,2,17,-11,-2.3,8,-8,6,-44,-12,-1,33,18,280,18,20,2,24,1,-33,-9,"HOME"
2020,"Round 7",2020-07-18,"Richmond","North Melbourne",77,23,"Richmond",54,5,-3,-4,-12,-2,-21,-7,11.2,7,-7,3,-26,23,12,19,27,713,16,-13,-9,39,-12,20,6,"HOME"
2020,"Round 8",2020-07-24,"GWS","Richmond",62,50,"GWS",12,-3,4,-6,8,3,17,47,1.7,-2,2,2,15,-14,-15,32,15,-115,12,17,4,19,14,15,-10,"HOME"
2020,"Round 8",2020-07-25,"Sydney","Hawthorn",60,53,"Sydney",7,3,-4,-25,-9,2,-10,36,16.7,-9,9,-2,21,-4,-1,15,24,334,0,9,-5,1,0,47,-7,"HOME"
2020,"Round 8",2020-07-26,"West Coast","Collingwood",111,45,"West Coast",66,0,3,4,8,-1,-14,27,14.3,0,0,7,-6,-2,-6,33,26,693,14,13,5,58,6,33,0,"HOME"
2020,"Round 9",2020-08-01,"North Melbourne","Adelaide",119,50,"North Melbourne",69,2,6,6,15,10,23,100,2.19999999999999,5,-5,10,36,12,-3,64,47,974,-5,-1,9,45,2,77,8,"HOME"
2020,"Round 9",2020-08-01,"St Kilda","Sydney",101,48,"St Kilda",53,11,4,0,3,5,1,14,9.59999999999999,2,-2,9,-11,18,3,25,18,638,-6,-9,-1,24,-4,13,17,"HOME"
2020,"Round 9",2020-08-01,"West Coast","Geelong",73,64,"West Coast",9,5,-3,-4,3,-2,5,-22,-4.59999999999999,-3,3,0,-6,6,6,-16,-38,1,11,-4,6,-8,-6,-28,3,"HOME"
2020,"Round 9",2020-08-02,"Fremantle","Collingwood",61,49,"Fremantle",12,1,3,1,15,-1,36,13,-7.50000000000001,-8,8,2,-10,-9,-5,23,0,-61,-7,13,12,-6,5,-15,-2,"HOME"
2020,"Round 10",2020-08-03,"Port Adelaide","Western Bulldogs",55,42,"Port Adelaide",13,-1,3,10,-1,15,0,7,5.3,-3,3,3,-9,-4,0,16,23,103,12,7,-4,-5,1,1,-5,"HOME"
2020,"Round 10",2020-08-04,"Richmond","Brisbane",82,41,"Richmond",41,4,2,23,-8,5,6,-3,3,7,-7,8,25,4,-2,-28,-39,758,-9,4,-10,6,2,-17,2,"HOME"
2020,"Round 10",2020-08-05,"Geelong","North Melbourne",90,57,"Geelong",33,-1,4,-4,10,4,19,42,0,2,-2,2,10,3,12,32,23,207,-7,2,6,49,-11,22,-6,"HOME"
2020,"Round 10",2020-08-06,"Collingwood","Sydney",50,41,"Collingwood",9,2,-3,-12,10,-11,26,91,-2.8,-12,12,-3,63,17,11,28,6,150,4,-16,13,28,-12,67,-1,"HOME"
2020,"Round 11",2020-08-08,"Port Adelaide","Richmond",93,72,"Port Adelaide",21,-1,15,-7,18,5,43,80,4,-11,11,3,50,31,4,30,3,692,2,-26,3,44,-4,52,7,"HOME"
2020,"Round 11",2020-08-08,"Brisbane","Western Bulldogs",96,72,"Brisbane",24,-2,8,-7,9,-2,-7,-19,-3,3,-3,1,-42,6,4,23,8,147,-3,-2,1,22,-5,-18,11,"HOME"
2020,"Round 11",2020-08-09,"West Coast","Carlton",72,50,"West Coast",22,-2,4,3,11,-2,4,35,4.89999999999999,-2,2,5,5,-9,-9,30,16,651,10,15,7,10,9,31,-8,"HOME"
2020,"Round 11",2020-08-09,"Melbourne","North Melbourne",92,35,"Melbourne",57,-4,-1,-1,-4,4,4,-2,0.299999999999997,6,-6,7,-19,28,12,17,13,876,0,-19,-3,53,-12,-4,-2,"HOME"
2020,"Round 11",2020-08-10,"Fremantle","Hawthorn",48,32,"Fremantle",16,3,2,-2,-2,0,15,96,6.8,-1,1,3,53,4,3,43,20,144,-10,-2,-4,2,-3,82,4,"HOME"
2020,"Round 12",2020-08-13,"Sydney","GWS",66,25,"Sydney",41,7,-3,0,-2,11,5,45,6.10000000000001,0,0,6,2,-19,5,43,41,605,-13,25,1,34,-5,35,-11,"HOME"
2020,"Round 12",2020-08-14,"Geelong","Port Adelaide",91,31,"Geelong",60,2,4,11,1,13,23,79,9.3,5,-5,10,26,10,0,53,55,1028,22,2,-3,78,0,68,-1,"HOME"
2020,"Round 12",2020-08-15,"Melbourne","Collingwood",100,44,"Melbourne",56,-1,-1,-8,-1,0,-2,8,11.8,-6,6,6,-29,-1,2,37,29,628,3,10,0,7,-3,8,-6,"HOME"
2020,"Round 12",2020-08-16,"Western Bulldogs","Adelaide",111,54,"Western Bulldogs",57,16,13,1,25,5,39,121,6.40000000000001,-1,1,5,53,29,-1,68,28,1100,4,-19,12,53,1,90,9,"HOME"
2020,"Round 12",2020-08-16,"St Kilda","Essendon",68,33,"St Kilda",35,4,2,-5,-5,5,17,-9,-1.59999999999999,0,0,1,-28,-5,9,19,18,539,2,10,-7,28,-9,-17,-2,"HOME"
2020,"Round 12",2020-08-16,"West Coast","Hawthorn",81,49,"West Coast",32,0,0,3,2,12,31,9,-3.40000000000001,-3,3,3,-28,-6,10,37,19,159,6,11,2,2,-10,-8,6,"HOME"
2020,"Round 12",2020-08-17,"Richmond","Gold Coast",53,32,"Richmond",21,0,0,4,1,0,12,29,1,3,-3,2,10,25,-1,19,9,899,-6,-19,1,6,1,15,-2,"HOME"
2020,"Round 13",2020-08-22,"Western Bulldogs","Melbourne",80,52,"Western Bulldogs",28,3,-1,-10,-2,-3,-2,43,3.59999999999999,0,0,4,37,-1,3,6,-3,359,0,7,-1,-1,-4,40,-2,"HOME"
2020,"Round 13",2020-08-22,"Port Adelaide","Hawthorn",68,58,"Port Adelaide",10,1,3,-14,10,0,18,63,3.3,-12,12,0,40,5,0,23,15,13,0,-4,7,33,2,54,3,"HOME"
2020,"Round 13",2020-08-22,"Fremantle","Sydney",50,19,"Fremantle",31,4,0,4,0,5,17,22,1.7,0,0,4,28,-9,4,-6,-8,149,-5,14,0,14,-3,8,0,"HOME"
2020,"Round 13",2020-08-23,"Brisbane","St Kilda",50,48,"Brisbane",2,-12,3,-7,-2,5,-2,0,-0.699999999999989,0,0,-3,3,-1,2,-3,12,-74,9,0,-5,37,-2,1,-6,"HOME"
2020,"Round 13",2020-08-23,"West Coast","GWS",61,49,"West Coast",12,4,-6,-7,-4,4,-19,-72,0.700000000000003,-3,3,-1,-63,-5,2,-9,-2,190,13,6,2,-3,-2,-57,-4,"HOME"
2020,"Round 13",2020-08-24,"Collingwood","North Melbourne",65,35,"Collingwood",30,12,-7,11,-3,-5,5,27,0.299999999999997,-5,5,4,25,0,-2,2,-3,405,14,3,4,37,5,19,0,"HOME"
2020,"Round 14",2020-08-27,"Richmond","West Coast",88,61,"Richmond",27,5,-6,7,-3,8,-9,-19,-1.5,8,-8,1,-23,7,-2,4,23,785,-15,0,3,16,1,-25,-1,"HOME"
2020,"Round 14",2020-08-29,"Port Adelaide","Sydney",73,47,"Port Adelaide",26,0,6,3,20,-3,23,7,-0.0999999999999943,4,-4,3,21,4,-12,-14,-25,11,-11,-1,14,13,10,-8,4,"HOME"
2020,"Round 14",2020-08-29,"Melbourne","St Kilda",52,49,"Melbourne",3,-9,-9,5,-6,1,11,5,-0.100000000000009,2,-2,3,4,-16,1,1,8,-390,12,18,3,-22,-2,-2,0,"HOME"
2020,"Round 14",2020-08-30,"Gold Coast","North Melbourne",91,28,"Gold Coast",63,4,0,-15,16,-3,18,32,1,-3,3,5,10,8,13,22,9,648,2,0,16,86,-13,29,1,"HOME"
2020,"Round 15",2020-09-01,"West Coast","Essendon",60,45,"West Coast",15,-1,2,6,-7,12,1,-42,4.59999999999999,-4,4,3,-60,-9,2,18,27,-86,3,12,-9,-23,-3,-31,-5,"HOME"
2020,"Round 15",2020-09-02,"Richmond","Fremantle",56,29,"Richmond",27,9,-4,-2,-19,-1,-4,-8,-7.09999999999999,5,-5,2,-3,5,11,-5,4,655,-12,-2,-15,7,-11,-9,-2,"HOME"
2020,"Round 15",2020-09-03,"Sydney","Melbourne",67,46,"Sydney",21,6,4,6,4,-1,-10,-3,3.89999999999999,5,-5,3,2,-11,-3,-5,-9,539,-3,16,0,-2,2,-1,-6,"HOME"
2020,"Round 15",2020-09-03,"GWS","Carlton",48,39,"GWS",9,0,1,14,0,-3,-9,23,11.7,12,-12,3,15,-9,-2,8,-1,333,11,13,-1,21,1,39,-7,"HOME"
2020,"Round 15",2020-09-04,"Brisbane","Collingwood",42,34,"Brisbane",8,-3,0,2,0,-6,-22,-43,-3.90000000000001,6,-6,-1,-53,-8,1,10,7,-86,11,12,0,-18,-1,-21,-9,"HOME"
2020,"Round 16",2020-09-06,"St Kilda","Hawthorn",80,66,"St Kilda",14,0,-1,-3,1,-2,-5,28,7.8,-4,4,3,-18,1,6,46,41,19,5,1,2,-4,-6,35,1,"HOME"
2020,"Round 16",2020-09-06,"Geelong","Essendon",108,42,"Geelong",66,3,4,-2,9,5,13,70,12,-4,4,9,17,15,-4,53,48,740,4,-3,5,-5,2,59,-4,"HOME"
2020,"Round 16",2020-09-06,"Western Bulldogs","West Coast",49,47,"Western Bulldogs",2,-3,-1,14,4,2,19,58,-4.7,6,-6,-4,76,18,5,-18,-21,244,3,-19,5,37,-6,45,8,"HOME"
2020,"Round 16",2020-09-08,"Adelaide","GWS",59,47,"Adelaide",12,0,6,-7,10,1,28,27,-5.40000000000001,-3,3,-1,28,23,6,-1,-21,121,4,-22,4,16,-6,2,2,"HOME"
2020,"Round 16",2020-09-08,"Carlton","Sydney",57,52,"Carlton",5,7,5,6,1,0,23,54,-3.89999999999999,-6,6,2,6,16,6,48,30,-171,1,-16,-4,36,-6,35,7,"HOME"
2020,"Round 16",2020-09-09,"Brisbane","Gold Coast",88,43,"Brisbane",45,-1,3,-2,8,3,-4,27,2.1,9,-9,7,-19,7,1,46,36,685,23,0,5,48,-1,35,1,"HOME"
2020,"Round 17",2020-09-12,"Port Adelaide","Essendon",79,29,"Port Adelaide",50,2,-1,4,2,-3,6,57,5,-6,6,4,28,13,9,29,22,573,8,-7,3,61,-10,53,0,"HOME"
2020,"Round 17",2020-09-14,"Collingwood","Gold Coast",68,46,"Collingwood",22,4,-3,-21,-3,6,1,24,14.6,-10,10,2,24,4,1,0,14,-106,-12,0,0,12,-3,38,0,"HOME"
2020,"Round 18",2020-09-18,"St Kilda","GWS",82,30,"St Kilda",52,4,4,-11,12,-4,9,-45,2.69999999999999,-6,6,3,-41,15,1,-4,-36,698,-16,-6,8,13,-1,-51,4,"HOME"
2020,"Round 18",2020-09-19,"Brisbane","Carlton",78,61,"Brisbane",17,0,-1,-19,-1,1,19,5,0.799999999999997,-11,11,0,5,24,14,0,-2,525,0,-21,0,37,-14,-2,-1,"HOME"
2020,"Round 18",2020-09-20,"Hawthorn","Gold Coast",108,57,"Hawthorn",51,2,-5,-1,-7,4,-4,99,13.2,5,-5,6,57,5,1,42,42,838,1,5,-2,65,-2,90,-4,"HOME"
2020,"Qualifying Final",2020-10-01,"Port Adelaide","Geelong",58,42,"Port Adelaide",16,0,2,10,8,-7,-4,-8,0.600000000000009,-1,1,2,0,-1,-12,-8,-26,20,-6,3,6,-21,12,-6,-1,"HOME"
2020,"Qualifying Final",2020-10-02,"Brisbane","Richmond",69,54,"Brisbane",15,-8,-7,-24,1,4,-11,-25,-2.09999999999999,-6,6,-3,-42,-4,5,17,20,-118,6,6,8,21,-5,-15,-8,"HOME"
2020,"Elimination Final",2020-10-03,"St Kilda","Western Bulldogs",67,64,"St Kilda",3,3,4,19,-2,8,2,-12,-0.400000000000006,7,-7,3,-21,-15,0,9,13,-234,-6,16,-6,19,0,-2,-5,"HOME"
2020,"Semi Final",2020-10-09,"Richmond","St Kilda",80,49,"Richmond",31,0,10,5,3,1,6,21,4.90000000000001,-4,4,3,14,12,-5,7,-5,524,18,-4,-7,19,5,17,-1,"HOME"
2020,"Semi Final",2020-10-10,"Geelong","Collingwood",100,32,"Geelong",68,-1,3,-11,13,6,22,158,14.6,-3,3,9,50,16,10,108,88,1160,-1,-3,10,79,-9,142,2,"HOME"
2020,"Grand Final",2020-10-24,"Richmond","Geelong",81,50,"Richmond",31,1,6,9,4,1,0,4,-0.0999999999999943,5,-5,4,-9,9,3,13,-15,383,-4,-2,-2,14,-3,-17,-6,"HOME"
2017,"Round 1",2017-03-23,"Carlton","Richmond",89,132,"Richmond",43,-5,-3,4,2,-3,7,5,5.7,13,-13,5,20,13,13,-15,-34,836,-22,-5,5,29,-12,4,11,"AWAY"
2017,"Round 1",2017-03-24,"Collingwood","Western Bulldogs",86,100,"Western Bulldogs",14,1,-6,-1,-18,0,-26,-39,2.3,1,-1,2,-21,-17,7,-18,-10,147,19,19,-10,7,-7,-17,-1,"AWAY"
2017,"Round 1",2017-03-25,"St Kilda","Melbourne",90,120,"Melbourne",30,-4,5,9,13,0,8,117,4.3,5,-5,7,41,12,-5,76,59,644,7,-8,8,25,3,107,-3,"AWAY"
2017,"Round 1",2017-03-25,"Sydney","Port Adelaide",82,110,"Port Adelaide",28,1,8,8,7,2,22,-19,1,2,-2,3,-26,-5,-2,7,-11,108,7,7,2,-16,4,-41,1,"AWAY"
2017,"Round 1",2017-03-25,"Gold Coast","Brisbane",96,98,"Brisbane",2,-14,-10,3,-11,-3,4,-25,-4.3,1,-1,-3,-19,-32,2,-6,-17,-82,-8,32,2,-3,-2,-51,0,"AWAY"
2017,"Round 1",2017-03-26,"North Melbourne","West Coast",93,136,"West Coast",43,3,-5,0,0,7,-6,73,0.900000000000006,4,-4,6,15,4,-2,58,61,293,-2,2,4,25,2,81,6,"AWAY"
2017,"Round 1",2017-03-26,"Fremantle","Geelong",73,115,"Geelong",42,17,-5,6,-14,11,10,-19,0.199999999999989,4,-4,4,-7,-8,7,-12,-5,624,7,14,-11,-6,-8,-29,8,"AWAY"
2017,"Round 2",2017-04-01,"Hawthorn","Adelaide",89,113,"Adelaide",24,-4,2,-1,2,16,0,-42,1.90000000000001,11,-11,3,-38,4,3,-4,9,615,-10,7,0,21,-3,-26,2,"AWAY"
2017,"Round 2",2017-04-01,"Brisbane","Essendon",84,111,"Essendon",27,1,-5,-4,-10,-1,-8,20,3.3,-2,2,6,-13,-2,6,33,51,594,2,5,-5,25,-6,31,-1,"AWAY"
2017,"Round 3",2017-04-07,"Sydney","Collingwood",79,80,"Collingwood",1,8,0,3,0,5,1,70,5.3,-2,2,0,23,5,-1,47,34,-377,4,-9,0,17,0,66,2,"AWAY"
2017,"Round 3",2017-04-08,"North Melbourne","GWS",67,109,"GWS",42,16,9,3,17,-3,29,-9,4.90000000000001,-1,1,4,-21,22,7,12,-21,587,12,-13,8,56,-7,-31,-6,"AWAY"
2017,"Round 3",2017-04-08,"Port Adelaide","Adelaide",83,100,"Adelaide",17,1,-2,10,1,-2,31,51,5.10000000000001,5,-5,2,30,-5,2,21,13,199,-10,5,3,13,-3,31,2,"AWAY"
2017,"Round 4",2017-04-14,"North Melbourne","Western Bulldogs",86,89,"Western Bulldogs",3,1,-5,-6,-7,0,-18,-18,7.40000000000001,5,-5,2,-13,16,7,-5,-3,245,-8,-17,-2,18,-6,6,5,"AWAY"
2017,"Round 4",2017-04-15,"Melbourne","Fremantle",104,106,"Fremantle",2,-5,2,0,2,-1,-9,-34,2.8,6,-6,4,-17,8,-3,-17,-10,62,-14,-6,0,-7,3,-16,3,"AWAY"
2017,"Round 4",2017-04-15,"Carlton","Gold Coast",82,108,"Gold Coast",26,2,7,22,11,0,13,120,2.60000000000001,10,-10,4,114,2,-7,6,9,385,-4,6,4,22,6,103,-13,"AWAY"
2017,"Round 4",2017-04-16,"Collingwood","St Kilda",55,69,"St Kilda",14,5,-4,-5,-18,11,-14,27,2.7,3,-3,1,-17,16,11,44,43,489,-9,-8,-14,-22,-11,34,14,"AWAY"
2017,"Round 4",2017-04-16,"Brisbane","Richmond",67,119,"Richmond",52,2,-2,0,-13,1,13,-23,3.69999999999999,8,-8,4,5,9,19,-28,-43,1095,-11,3,-11,54,-18,-34,-10,"AWAY"
2017,"Round 4",2017-04-17,"Hawthorn","Geelong",48,134,"Geelong",86,3,-1,-3,1,-1,28,42,-0.400000000000006,2,-2,7,43,14,10,-1,-20,1028,-11,-5,2,81,-10,18,-3,"AWAY"
2017,"Round 5",2017-04-22,"Gold Coast","Adelaide",86,153,"Adelaide",67,-5,-6,-9,-1,3,10,19,3.5,-2,2,7,37,13,9,-18,-24,810,1,-6,5,47,-10,15,7,"AWAY"
2017,"Round 5",2017-04-22,"Sydney","GWS",63,105,"GWS",42,6,5,9,16,5,34,60,2.5,9,-8,3,17,15,6,43,20,129,12,-10,11,17,-6,39,8,"AWAY"
2017,"Round 5",2017-04-23,"St Kilda","Geelong",88,126,"Geelong",38,-6,5,-12,5,11,24,78,1,-2,2,4,48,13,6,30,19,561,-13,-7,0,45,-5,58,13,"AWAY"
2017,"Round 6",2017-04-29,"Hawthorn","St Kilda",55,130,"St Kilda",75,9,3,-6,6,3,32,83,3.89999999999999,-7,7,7,45,12,13,38,3,1836,-26,3,3,84,-12,54,10,"AWAY"
2017,"Round 6",2017-04-29,"Brisbane","Port Adelaide",67,150,"Port Adelaide",83,9,-3,-5,-3,11,19,-14,3.5,11,-11,11,-41,29,16,27,25,1323,7,-12,0,75,-16,-27,9,"AWAY"
2017,"Round 6",2017-04-30,"Essendon","Melbourne",74,112,"Melbourne",38,1,8,7,9,-14,-11,47,3.3,1,-1,5,55,1,-8,-8,-27,322,13,4,1,-7,8,45,-1,"AWAY"
2017,"Round 6",2017-04-30,"Geelong","Collingwood",78,107,"Collingwood",29,-5,2,-5,1,0,5,18,2.5,5,-5,5,-7,10,4,25,16,321,8,-6,-1,59,-2,18,-5,"AWAY"
2017,"Round 7",2017-05-06,"Collingwood","Carlton",56,79,"Carlton",23,-4,-3,-11,-6,-1,16,14,5.69999999999999,7,-7,4,-22,-4,7,36,25,9,-6,10,-3,14,-7,2,-6,"AWAY"
2017,"Round 7",2017-05-06,"Port Adelaide","West Coast",87,97,"West Coast",10,-6,-1,7,-9,-2,10,-71,-3.40000000000001,4,-4,2,-42,-29,0,-29,-21,-406,-17,25,-8,-10,0,-78,-11,"AWAY"
2017,"Round 7",2017-05-07,"Melbourne","Hawthorn",91,94,"Hawthorn",3,5,-4,-1,-7,8,-25,-74,2.2,6,-5,2,-99,-6,4,25,31,-212,2,7,-3,16,-4,-57,-3,"AWAY"
2017,"Round 8",2017-05-13,"Adelaide","Melbourne",66,107,"Melbourne",41,-6,12,-8,11,-3,16,41,0.900000000000006,-5,5,4,12,4,-9,29,4,502,1,3,-1,18,8,21,5,"AWAY"
2017,"Round 8",2017-05-14,"Richmond","Fremantle",70,72,"Fremantle",2,0,-4,1,-10,5,5,42,12,-1,1,2,17,-8,6,25,39,-214,-4,7,-6,24,-5,49,-13,"AWAY"
2017,"Round 8",2017-05-14,"North Melbourne","Sydney",78,120,"Sydney",42,-5,9,2,3,2,37,98,1.90000000000001,7,-7,5,21,8,9,77,56,525,-11,-1,-6,27,-8,74,-2,"AWAY"
2017,"Round 8",2017-05-14,"Gold Coast","Port Adelaide",38,110,"Port Adelaide",72,-3,-1,-8,9,3,20,-7,0.799999999999997,-2,2,5,-41,27,6,34,9,763,-8,-17,10,22,-9,-27,15,"AWAY"
2017,"Round 9",2017-05-20,"St Kilda","Sydney",68,118,"Sydney",50,-6,-1,2,-9,4,5,7,-1.5,1,-2,3,-30,9,7,37,35,1079,-5,-2,-8,24,-9,-4,-2,"AWAY"
2017,"Round 9",2017-05-20,"Brisbane","Adelaide",60,140,"Adelaide",80,7,2,-2,4,5,13,83,1.60000000000001,-6,6,14,37,16,1,46,27,936,-11,-1,2,45,1,59,-1,"AWAY"
2017,"Round 9",2017-05-21,"Melbourne","North Melbourne",90,104,"North Melbourne",14,2,0,-8,-5,-1,-3,-8,-0.699999999999989,-11,12,0,-26,5,0,18,16,161,-14,-1,-5,11,-1,-11,4,"AWAY"
2017,"Round 10",2017-05-26,"Sydney","Hawthorn",75,81,"Hawthorn",6,1,-5,7,-9,-4,-19,78,7,8,-8,-2,-1,6,7,79,65,378,11,0,-4,25,-7,100,6,"AWAY"
2017,"Round 10",2017-05-28,"Carlton","North Melbourne",96,113,"North Melbourne",17,-9,-3,-19,-4,3,-14,-50,-0.100000000000009,-3,3,-1,-13,8,8,-37,-9,439,-10,-6,-1,25,-5,-35,-11,"AWAY"
2017,"Round 10",2017-05-28,"West Coast","GWS",90,98,"GWS",8,2,11,-8,23,-1,-1,-29,2.2,8,-8,4,-33,13,-7,4,5,271,12,-10,12,12,7,-33,1,"AWAY"
2017,"Round 11",2017-06-03,"North Melbourne","Richmond",66,101,"Richmond",35,10,10,3,10,6,-5,39,1.8,-3,3,2,-18,12,2,57,57,58,1,-9,0,13,-1,45,-1,"AWAY"
2017,"Round 11",2017-06-04,"Fremantle","Collingwood",85,105,"Collingwood",20,11,-1,5,5,0,7,115,5.5,-2,2,6,41,18,0,74,74,358,4,-18,6,32,0,114,-3,"AWAY"
2017,"Round 12",2017-06-10,"Hawthorn","Gold Coast",79,95,"Gold Coast",16,-13,4,-11,15,2,31,54,0.300000000000011,0,0,-2,14,3,0,40,24,518,16,5,11,59,-1,34,5,"AWAY"
2017,"Round 13",2017-06-16,"North Melbourne","St Kilda",72,89,"St Kilda",17,-5,-4,-12,-3,-2,-7,3,5.39999999999999,-2,2,3,-29,6,10,32,25,661,-5,4,1,21,-11,4,7,"AWAY"
2017,"Round 13",2017-06-17,"Richmond","Sydney",71,80,"Sydney",9,-4,-1,0,4,7,2,-35,6.60000000000001,5,-5,3,-3,7,-8,-32,-19,157,-14,-9,5,0,7,-20,-1,"AWAY"
2017,"Round 13",2017-06-17,"Gold Coast","Carlton",73,83,"Carlton",10,-2,-1,0,7,8,26,95,2.80000000000001,-3,3,1,18,10,7,77,54,346,14,-5,8,16,-5,65,10,"AWAY"
2017,"Round 13",2017-06-18,"Western Bulldogs","Melbourne",56,113,"Melbourne",57,-1,5,7,6,10,13,17,5,-1,1,7,-25,5,9,42,46,949,6,7,1,28,-8,16,-4,"AWAY"
2017,"Round 14",2017-06-22,"Adelaide","Hawthorn",82,96,"Hawthorn",14,-2,-4,-3,-5,1,-4,13,-0.200000000000003,12,-12,0,9,-12,12,4,8,359,13,13,-1,26,-12,20,-6,"AWAY"
2017,"Round 14",2017-06-24,"Collingwood","Port Adelaide",62,93,"Port Adelaide",31,7,-2,-5,-2,3,-3,-78,-3.69999999999999,0,0,5,-53,6,5,-25,-22,146,4,3,0,16,-5,-84,-2,"AWAY"
2017,"Round 14",2017-06-24,"Brisbane","GWS",86,146,"GWS",60,3,6,-11,-1,6,3,22,1.40000000000001,0,0,8,5,24,9,17,15,954,-23,-14,-7,35,-9,12,13,"AWAY"
2017,"Round 14",2017-06-24,"West Coast","Melbourne",96,99,"Melbourne",3,4,-3,16,3,-9,10,61,0.5,11,-11,0,84,-10,-2,-23,-15,205,4,14,6,20,3,51,-6,"AWAY"
2017,"Round 15",2017-06-30,"Melbourne","Sydney",50,85,"Sydney",35,0,1,0,11,4,33,92,0.300000000000011,-1,1,6,9,15,6,83,58,793,1,-9,10,81,-5,62,1,"AWAY"
2017,"Round 15",2017-07-01,"Western Bulldogs","West Coast",80,87,"West Coast",7,0,7,-10,16,4,-4,9,1.19999999999999,-6,6,3,7,5,-4,2,6,266,1,-2,9,-10,3,21,8,"AWAY"
2017,"Round 15",2017-07-01,"Carlton","Adelaide",77,89,"Adelaide",12,-9,-4,4,5,-13,-11,-41,-3.09999999999999,5,-5,2,14,0,-1,-55,-44,13,-17,2,9,40,1,-25,-14,"AWAY"
2017,"Round 15",2017-07-01,"Port Adelaide","Richmond",63,76,"Richmond",13,10,-3,-3,-6,-13,-28,-1,4.59999999999999,6,-6,4,40,-15,-4,-41,-30,-391,-7,13,-3,-5,4,20,-2,"AWAY"
2017,"Round 15",2017-07-02,"Essendon","Brisbane",82,90,"Brisbane",8,-5,-4,-4,1,2,14,32,1.90000000000001,-10,10,-3,-6,-18,1,38,32,-15,-14,20,5,8,-2,29,-5,"AWAY"
2017,"Round 15",2017-07-02,"Fremantle","St Kilda",80,89,"St Kilda",9,9,-3,-9,4,-7,-6,-31,3.09999999999999,-1,1,2,-5,1,5,-26,-33,265,-5,2,7,17,-6,-30,1,"AWAY"
2017,"Round 16",2017-07-08,"Collingwood","Essendon",80,117,"Essendon",37,10,9,-3,8,3,13,63,1.3,6,-6,1,40,1,-5,23,17,525,-6,5,-1,40,4,46,-3,"AWAY"
2017,"Round 16",2017-07-08,"Brisbane","Geelong",78,163,"Geelong",85,13,-1,-1,9,7,42,89,9.8,-1,1,11,33,18,6,56,32,1174,-5,-5,10,100,-6,63,5,"AWAY"
2017,"Round 16",2017-07-09,"North Melbourne","Fremantle",82,86,"Fremantle",4,1,-3,-6,-9,0,-22,-50,1.90000000000001,1,-1,4,-42,-2,3,-8,10,-49,2,-1,-6,-12,-3,-33,0,"AWAY"
2017,"Round 16",2017-07-09,"Carlton","Melbourne",82,90,"Melbourne",8,-3,-9,6,-8,-13,-25,-41,2.89999999999999,3,-3,0,19,-3,-6,-60,-47,211,13,7,1,-1,6,-19,1,"AWAY"
