"margin","BO_Diff","CCL_Diff","CG_Diff","CL_Diff","CM_Diff","CP_Diff","D_Diff","DE_Diff","FA_Diff","FF_Diff","GA_Diff","HB_Diff","I50_Diff","ITC_Diff","K_Diff","M_Diff","MG_Diff","OP_Diff","R50_Diff","SCL_Diff","SI_Diff","TO_Diff","UP_Diff","T5_Diff"
41,7,-3,0,-2,11,5,45,6.10000000000001,0,0,6,2,-19,5,43,41,605,-13,25,1,34,-5,35,-11
60,2,4,11,1,13,23,79,9.3,5,-5,10,26,10,0,53,55,1028,22,2,-3,78,0,68,-1
56,-1,-1,-8,-1,0,-2,8,11.8,-6,6,6,-29,-1,2,37,29,628,3,10,0,7,-3,8,-6
57,16,13,1,25,5,39,121,6.40000000000001,-1,1,5,53,29,-1,68,28,1100,4,-19,12,53,1,90,9
35,4,2,-5,-5,5,17,-9,-1.59999999999999,0,0,1,-28,-5,9,19,18,539,2,10,-7,28,-9,-17,-2
32,0,0,3,2,12,31,9,-3.40000000000001,-3,3,3,-28,-6,10,37,19,159,6,11,2,2,-10,-8,6
21,0,0,4,1,0,12,29,1,3,-3,2,10,25,-1,19,9,899,-6,-19,1,6,1,15,-2
28,3,-1,-10,-2,-3,-2,43,3.59999999999999,0,0,4,37,-1,3,6,-3,359,0,7,-1,-1,-4,40,-2
10,1,3,-14,10,0,18,63,3.3,-12,12,0,40,5,0,23,15,13,0,-4,7,33,2,54,3
31,4,0,4,0,5,17,22,1.7,0,0,4,28,-9,4,-6,-8,149,-5,14,0,14,-3,8,0
2,-12,3,-7,-2,5,-2,0,-0.699999999999989,0,0,-3,3,-1,2,-3,12,-74,9,0,-5,37,-2,1,-6
12,4,-6,-7,-4,4,-19,-72,0.700000000000003,-3,3,-1,-63,-5,2,-9,-2,190,13,6,2,-3,-2,-57,-4
30,12,-7,11,-3,-5,5,27,0.299999999999997,-5,5,4,25,0,-2,2,-3,405,14,3,4,37,5,19,0
27,5,-6,7,-3,8,-9,-19,-1.5,8,-8,1,-23,7,-2,4,23,785,-15,0,3,16,1,-25,-1
26,0,6,3,20,-3,23,7,-0.0999999999999943,4,-4,3,21,4,-12,-14,-25,11,-11,-1,14,13,10,-8,4
3,-9,-9,5,-6,1,11,5,-0.100000000000009,2,-2,3,4,-16,1,1,8,-390,12,18,3,-22,-2,-2,0
63,4,0,-15,16,-3,18,32,1,-3,3,5,10,8,13,22,9,648,2,0,16,86,-13,29,1
15,-1,2,6,-7,12,1,-42,4.59999999999999,-4,4,3,-60,-9,2,18,27,-86,3,12,-9,-23,-3,-31,-5
27,9,-4,-2,-19,-1,-4,-8,-7.09999999999999,5,-5,2,-3,5,11,-5,4,655,-12,-2,-15,7,-11,-9,-2
21,6,4,6,4,-1,-10,-3,3.89999999999999,5,-5,3,2,-11,-3,-5,-9,539,-3,16,0,-2,2,-1,-6
9,0,1,14,0,-3,-9,23,11.7,12,-12,3,15,-9,-2,8,-1,333,11,13,-1,21,1,39,-7
8,-3,0,2,0,-6,-22,-43,-3.90000000000001,6,-6,-1,-53,-8,1,10,7,-86,11,12,0,-18,-1,-21,-9
14,0,-1,-3,1,-2,-5,28,7.8,-4,4,3,-18,1,6,46,41,19,5,1,2,-4,-6,35,1
66,3,4,-2,9,5,13,70,12,-4,4,9,17,15,-4,53,48,740,4,-3,5,-5,2,59,-4
2,-3,-1,14,4,2,19,58,-4.7,6,-6,-4,76,18,5,-18,-21,244,3,-19,5,37,-6,45,8
12,0,6,-7,10,1,28,27,-5.40000000000001,-3,3,-1,28,23,6,-1,-21,121,4,-22,4,16,-6,2,2
5,7,5,6,1,0,23,54,-3.89999999999999,-6,6,2,6,16,6,48,30,-171,1,-16,-4,36,-6,35,7
45,-1,3,-2,8,3,-4,27,2.1,9,-9,7,-19,7,1,46,36,685,23,0,5,48,-1,35,1
50,2,-1,4,2,-3,6,57,5,-6,6,4,28,13,9,29,22,573,8,-7,3,61,-10,53,0
22,4,-3,-21,-3,6,1,24,14.6,-10,10,2,24,4,1,0,14,-106,-12,0,0,12,-3,38,0
52,4,4,-11,12,-4,9,-45,2.69999999999999,-6,6,3,-41,15,1,-4,-36,698,-16,-6,8,13,-1,-51,4
17,0,-1,-19,-1,1,19,5,0.799999999999997,-11,11,0,5,24,14,0,-2,525,0,-21,0,37,-14,-2,-1
51,2,-5,-1,-7,4,-4,99,13.2,5,-5,6,57,5,1,42,42,838,1,5,-2,65,-2,90,-4
16,0,2,10,8,-7,-4,-8,0.600000000000009,-1,1,2,0,-1,-12,-8,-26,20,-6,3,6,-21,12,-6,-1
15,-8,-7,-24,1,4,-11,-25,-2.09999999999999,-6,6,-3,-42,-4,5,17,20,-118,6,6,8,21,-5,-15,-8
3,3,4,19,-2,8,2,-12,-0.400000000000006,7,-7,3,-21,-15,0,9,13,-234,-6,16,-6,19,0,-2,-5
31,0,10,5,3,1,6,21,4.90000000000001,-4,4,3,14,12,-5,7,-5,524,18,-4,-7,19,5,17,-1
68,-1,3,-11,13,6,22,158,14.6,-3,3,9,50,16,10,108,88,1160,-1,-3,10,79,-9,142,2
31,1,6,9,4,1,0,4,-0.0999999999999943,5,-5,4,-9,9,3,13,-15,383,-4,-2,-2,14,-3,-17,-6
43,-5,-3,4,2,-3,7,5,5.7,13,-13,5,20,13,13,-15,-34,836,-22,-5,5,29,-12,4,11
14,1,-6,-1,-18,0,-26,-39,2.3,1,-1,2,-21,-17,7,-18,-10,147,19,19,-10,7,-7,-17,-1
30,-4,5,9,13,0,8,117,4.3,5,-5,7,41,12,-5,76,59,644,7,-8,8,25,3,107,-3
28,1,8,8,7,2,22,-19,1,2,-2,3,-26,-5,-2,7,-11,108,7,7,2,-16,4,-41,1
2,-14,-10,3,-11,-3,4,-25,-4.3,1,-1,-3,-19,-32,2,-6,-17,-82,-8,32,2,-3,-2,-51,0
43,3,-5,0,0,7,-6,73,0.900000000000006,4,-4,6,15,4,-2,58,61,293,-2,2,4,25,2,81,6
42,17,-5,6,-14,11,10,-19,0.199999999999989,4,-4,4,-7,-8,7,-12,-5,624,7,14,-11,-6,-8,-29,8
24,-4,2,-1,2,16,0,-42,1.90000000000001,11,-11,3,-38,4,3,-4,9,615,-10,7,0,21,-3,-26,2
27,1,-5,-4,-10,-1,-8,20,3.3,-2,2,6,-13,-2,6,33,51,594,2,5,-5,25,-6,31,-1
1,8,0,3,0,5,1,70,5.3,-2,2,0,23,5,-1,47,34,-377,4,-9,0,17,0,66,2
42,16,9,3,17,-3,29,-9,4.90000000000001,-1,1,4,-21,22,7,12,-21,587,12,-13,8,56,-7,-31,-6
17,1,-2,10,1,-2,31,51,5.10000000000001,5,-5,2,30,-5,2,21,13,199,-10,5,3,13,-3,31,2
3,1,-5,-6,-7,0,-18,-18,7.40000000000001,5,-5,2,-13,16,7,-5,-3,245,-8,-17,-2,18,-6,6,5
2,-5,2,0,2,-1,-9,-34,2.8,6,-6,4,-17,8,-3,-17,-10,62,-14,-6,0,-7,3,-16,3
26,2,7,22,11,0,13,120,2.60000000000001,10,-10,4,114,2,-7,6,9,385,-4,6,4,22,6,103,-13
14,5,-4,-5,-18,11,-14,27,2.7,3,-3,1,-17,16,11,44,43,489,-9,-8,-14,-22,-11,34,14
52,2,-2,0,-13,1,13,-23,3.69999999999999,8,-8,4,5,9,19,-28,-43,1095,-11,3,-11,54,-18,-34,-10
86,3,-1,-3,1,-1,28,42,-0.400000000000006,2,-2,7,43,14,10,-1,-20,1028,-11,-5,2,81,-10,18,-3
67,-5,-6,-9,-1,3,10,19,3.5,-2,2,7,37,13,9,-18,-24,810,1,-6,5,47,-10,15,7
42,6,5,9,16,5,34,60,2.5,9,-8,3,17,15,6,43,20,129,12,-10,11,17,-6,39,8
38,-6,5,-12,5,11,24,78,1,-2,2,4,48,13,6,30,19,561,-13,-7,0,45,-5,58,13
75,9,3,-6,6,3,32,83,3.89999999999999,-7,7,7,45,12,13,38,3,1836,-26,3,3,84,-12,54,10
83,9,-3,-5,-3,11,19,-14,3.5,11,-11,11,-41,29,16,27,25,1323,7,-12,0,75,-16,-27,9
38,1,8,7,9,-14,-11,47,3.3,1,-1,5,55,1,-8,-8,-27,322,13,4,1,-7,8,45,-1
29,-5,2,-5,1,0,5,18,2.5,5,-5,5,-7,10,4,25,16,321,8,-6,-1,59,-2,18,-5
23,-4,-3,-11,-6,-1,16,14,5.69999999999999,7,-7,4,-22,-4,7,36,25,9,-6,10,-3,14,-7,2,-6
10,-6,-1,7,-9,-2,10,-71,-3.40000000000001,4,-4,2,-42,-29,0,-29,-21,-406,-17,25,-8,-10,0,-78,-11
3,5,-4,-1,-7,8,-25,-74,2.2,6,-5,2,-99,-6,4,25,31,-212,2,7,-3,16,-4,-57,-3
41,-6,12,-8,11,-3,16,41,0.900000000000006,-5,5,4,12,4,-9,29,4,502,1,3,-1,18,8,21,5
2,0,-4,1,-10,5,5,42,12,-1,1,2,17,-8,6,25,39,-214,-4,7,-6,24,-5,49,-13
42,-5,9,2,3,2,37,98,1.90000000000001,7,-7,5,21,8,9,77,56,525,-11,-1,-6,27,-8,74,-2
72,-3,-1,-8,9,3,20,-7,0.799999999999997,-2,2,5,-41,27,6,34,9,763,-8,-17,10,22,-9,-27,15
50,-6,-1,2,-9,4,5,7,-1.5,1,-2,3,-30,9,7,37,35,1079,-5,-2,-8,24,-9,-4,-2
80,7,2,-2,4,5,13,83,1.60000000000001,-6,6,14,37,16,1,46,27,936,-11,-1,2,45,1,59,-1
14,2,0,-8,-5,-1,-3,-8,-0.699999999999989,-11,12,0,-26,5,0,18,16,161,-14,-1,-5,11,-1,-11,4
6,1,-5,7,-9,-4,-19,78,7,8,-8,-2,-1,6,7,79,65,378,11,0,-4,25,-7,100,6
17,-9,-3,-19,-4,3,-14,-50,-0.100000000000009,-3,3,-1,-13,8,8,-37,-9,439,-10,-6,-1,25,-5,-35,-11
8,2,11,-8,23,-1,-1,-29,2.2,8,-8,4,-33,13,-7,4,5,271,12,-10,12,12,7,-33,1
35,10,10,3,10,6,-5,39,1.8,-3,3,2,-18,12,2,57,57,58,1,-9,0,13,-1,45,-1
20,11,-1,5,5,0,7,115,5.5,-2,2,6,41,18,0,74,74,358,4,-18,6,32,0,114,-3
16,-13,4,-11,15,2,31,54,0.300000000000011,0,0,-2,14,3,0,40,24,518,16,5,11,59,-1,34,5
17,-5,-4,-12,-3,-2,-7,3,5.39999999999999,-2,2,3,-29,6,10,32,25,661,-5,4,1,21,-11,4,7
9,-4,-1,0,4,7,2,-35,6.60000000000001,5,-5,3,-3,7,-8,-32,-19,157,-14,-9,5,0,7,-20,-1
10,-2,-1,0,7,8,26,95,2.80000000000001,-3,3,1,18,10,7,77,54,346,14,-5,8,16,-5,65,10
57,-1,5,7,6,10,13,17,5,-1,1,7,-25,5,9,42,46,949,6,7,1,28,-8,16,-4
14,-2,-4,-3,-5,1,-4,13,-0.200000000000003,12,-12,0,9,-12,12,4,8,359,13,13,-1,26,-12,20,-6
31,7,-2,-5,-2,3,-3,-78,-3.69999999999999,0,0,5,-53,6,5,-25,-22,146,4,3,0,16,-5,-84,-2
60,3,6,-11,-1,6,3,22,1.40000000000001,0,0,8,5,24,9,17,15,954,-23,-14,-7,35,-9,12,13
3,4,-3,16,3,-9,10,61,0.5,11,-11,0,84,-10,-2,-23,-15,205,4,14,6,20,3,51,-6
35,0,1,0,11,4,33,92,0.300000000000011,-1,1,6,9,15,6,83,58,793,1,-9,10,81,-5,62,1
7,0,7,-10,16,4,-4,9,1.19999999999999,-6,6,3,7,5,-4,2,6,266,1,-2,9,-10,3,21,8
12,-9,-4,4,5,-13,-11,-41,-3.09999999999999,5,-5,2,14,0,-1,-55,-44,13,-17,2,9,40,1,-25,-14
13,10,-3,-3,-6,-13,-28,-1,4.59999999999999,6,-6,4,40,-15,-4,-41,-30,-391,-7,13,-3,-5,4,20,-2
8,-5,-4,-4,1,2,14,32,1.90000000000001,-10,10,-3,-6,-18,1,38,32,-15,-14,20,5,8,-2,29,-5
9,9,-3,-9,4,-7,-6,-31,3.09999999999999,-1,1,2,-5,1,5,-26,-33,265,-5,2,7,17,-6,-30,1
37,10,9,-3,8,3,13,63,1.3,6,-6,1,40,1,-5,23,17,525,-6,5,-1,40,4,46,-3
85,13,-1,-1,9,7,42,89,9.8,-1,1,11,33,18,6,56,32,1174,-5,-5,10,100,-6,63,5
4,1,-3,-6,-9,0,-22,-50,1.90000000000001,1,-1,4,-42,-2,3,-8,10,-49,2,-1,-6,-12,-3,-33,0
8,-3,-9,6,-8,-13,-25,-41,2.89999999999999,3,-3,0,19,-3,-6,-60,-47,211,13,7,1,-1,6,-19,1
32,4,1,8,4,1,6,37,2.40000000000001,6,-6,6,11,18,1,26,23,612,9,-12,3,9,-1,36,6
61,6,1,5,-3,7,15,66,5.7,-3,3,6,3,17,8,63,48,1157,-5,-7,-4,63,-8,44,-3
15,-2,5,-13,2,0,24,76,3.09999999999999,-3,3,5,56,19,7,20,-1,308,-13,-19,-3,56,-10,58,4
13,-9,-3,0,-24,-3,-8,-30,0.100000000000009,-3,3,4,-22,-9,17,-8,-1,164,2,15,-21,-5,-15,-15,2
46,-6,-4,-2,8,3,0,1,3.7,7,-7,7,-26,-3,7,27,27,266,1,10,12,33,-8,11,-4
20,8,4,6,1,6,10,68,4.09999999999999,2,-2,0,79,10,5,-11,-16,534,11,-7,-3,30,-4,46,9
30,5,3,3,-12,7,0,52,5.8,8,-8,2,12,-11,6,40,56,-78,2,15,-15,0,-6,68,-2
52,4,-4,-9,-12,8,-5,90,5.59999999999999,-1,1,9,58,10,13,32,36,916,1,-6,-8,98,-13,88,1
33,1,14,3,6,3,4,33,-1.10000000000001,6,-6,4,24,11,8,9,-10,320,2,-7,-8,56,-9,25,19
65,0,-3,-1,-8,-1,5,157,11.2,8,-8,6,116,26,13,41,49,951,0,-16,-5,84,-14,155,7
46,-3,1,0,-11,2,-5,-44,3.5,0,0,5,-33,-1,8,-11,-28,1122,12,15,-12,35,-5,-63,0
14,11,13,-4,15,-6,8,59,4.3,8,-8,0,28,27,-1,31,3,524,-10,-19,2,23,-1,44,6
54,15,-4,-10,-8,-1,12,65,3.8,-5,5,7,3,-5,9,62,36,1090,1,14,-4,40,-10,43,-2
48,2,-1,19,5,4,22,54,3.90000000000001,9,-9,3,10,-31,-1,44,27,972,16,38,6,22,0,32,1
43,6,2,-11,0,13,17,10,1.2,-7,7,6,-14,15,7,24,20,437,-10,-10,-2,59,-7,-5,8
3,4,4,18,5,-1,-21,-51,-2.40000000000001,14,-14,-2,-29,-21,-10,-22,-18,107,0,25,1,-51,9,-47,-5
17,-1,-1,9,0,6,-1,-13,-1.2,7,-7,5,-50,9,6,37,43,119,-10,-3,1,21,-5,-6,15
11,1,2,4,2,-2,-4,37,7.2,7,-7,-1,39,22,4,-2,7,555,12,-15,0,23,-4,53,11
33,-3,3,-1,7,5,26,72,0.599999999999994,2,-2,4,31,41,18,41,32,592,-4,-31,4,49,-18,52,15
104,9,3,-19,4,0,18,130,6,-7,7,9,69,9,7,61,45,1362,15,7,1,63,-8,110,-9
51,11,11,-7,18,-3,18,38,0.5,-6,6,3,-19,15,1,57,18,1178,4,-3,7,10,-3,20,16
51,3,5,-8,-2,2,19,-1,-4.09999999999999,-2,2,7,-47,19,10,46,20,609,0,-6,-7,43,-11,-28,17
48,1,2,-8,6,5,30,-7,-6.30000000000001,-5,5,8,-22,9,8,15,-22,510,8,-7,4,33,-6,-47,9
3,-5,-3,1,-8,6,-6,60,1.39999999999999,9,-9,4,25,-23,-2,35,51,-9,3,25,-5,24,2,64,-8
29,0,6,-8,9,-3,22,54,1.30000000000001,-7,8,6,61,-8,5,-7,-3,193,17,14,3,-7,-5,39,1
34,-1,-1,4,9,-3,6,-37,0.799999999999997,2,-2,6,-27,-17,0,-10,-9,220,0,22,10,21,0,-46,-2
16,2,3,9,4,-3,-4,-25,3.40000000000001,8,-8,8,-37,-2,-5,12,11,147,8,7,1,24,3,-18,-4
26,0,4,6,0,11,23,30,5.5,9,-9,2,11,4,10,19,17,422,-7,1,-4,19,-8,20,1
51,2,-2,4,-2,4,26,7,1,1,-1,6,-19,4,2,26,9,388,-10,8,0,26,-2,-16,7
23,5,-2,-16,-6,-5,-11,-13,4.9,-3,3,-1,-22,0,13,9,4,103,0,5,-4,-3,-10,14,10
1,1,9,6,6,1,0,-49,-1.7,8,-8,1,-37,19,5,-12,-14,360,10,-16,-3,5,-5,-51,5
24,8,-11,-5,-5,3,1,82,6,-5,5,9,63,-5,4,19,29,196,7,7,6,20,-3,88,1
28,2,3,-17,8,2,19,63,4.5,1,-1,5,51,13,7,12,10,506,10,-5,5,88,-6,46,-9
49,1,0,-11,3,1,-1,20,4.2,-4,4,8,4,-3,-3,16,10,716,5,10,3,46,3,8,9
48,5,-2,11,24,-4,35,60,0.799999999999997,1,-1,4,56,9,-1,4,-28,1020,1,-2,26,53,0,26,-1
7,5,-5,14,-10,3,-2,-53,0.199999999999989,13,-13,0,0,-18,6,-53,-28,-179,-11,22,-5,-46,-8,-58,-1
10,-2,1,-5,6,-2,5,-4,3.40000000000001,-1,1,3,-13,-16,-5,9,0,-507,-5,12,5,-1,5,-6,4
10,0,-5,3,0,3,-5,-7,2,9,-9,-1,4,6,13,-11,-16,430,-4,1,5,22,-13,-2,2
34,4,-3,-3,-6,-1,13,-42,-0.299999999999997,-4,4,2,2,1,7,-44,-45,-123,-14,2,-3,31,-6,-67,-1
5,1,1,-7,1,-1,12,-32,-1,0,0,-3,-32,-5,8,0,-17,-343,1,8,0,-20,-8,-49,4
46,11,8,-10,5,-8,-6,16,0.600000000000009,2,-2,8,-1,13,2,17,-16,665,27,-1,-3,47,-1,8,1
17,1,11,1,18,1,-8,50,4.40000000000001,8,-8,1,17,0,0,33,33,539,9,9,7,16,0,64,-2
33,7,5,-3,6,-1,-11,58,5.2,0,0,7,13,4,0,45,28,611,27,9,1,46,1,55,6
36,-8,12,-8,10,5,10,-42,0.700000000000003,-2,2,0,-34,8,-4,-8,13,475,-5,0,-2,-2,4,-49,1
43,4,7,20,10,4,30,-51,-4.59999999999999,11,-11,2,-44,16,9,-7,-30,621,-5,-11,3,16,-10,-80,1
8,3,9,-7,13,-2,9,15,-4.7,-2,2,2,-31,10,0,46,13,466,-18,-7,4,38,2,-9,0
23,2,-1,-20,1,-2,-13,-44,0.799999999999997,-5,5,-3,-64,15,5,20,8,226,-6,-10,2,15,-5,-29,4
2,2,-6,2,-10,5,11,22,5.3,-7,7,-4,7,-10,8,15,17,-170,-3,3,-4,24,-7,24,-7
39,-10,7,7,6,6,20,-12,-1.7,-5,5,1,-40,7,-2,28,15,572,-5,2,-1,36,3,-34,-7
7,-1,6,-1,11,6,17,13,-6.5,3,-3,2,11,5,-4,2,-10,64,-11,-3,5,4,4,0,-1
8,2,9,3,11,2,25,52,-1.5,0,0,3,67,-24,-5,-15,-16,250,-2,26,2,-39,6,31,1
25,-7,-2,-11,-5,5,-8,12,2.10000000000001,-4,4,4,-22,2,-3,34,30,209,3,0,-3,12,3,16,6
69,1,3,-13,16,7,13,97,8.60000000000001,-2,2,12,67,40,14,30,12,1021,-4,-31,13,51,-15,94,10
10,7,0,7,-5,-6,-18,31,1.80000000000001,9,-9,2,5,11,11,26,17,185,10,-10,-5,22,-8,50,10
21,-8,0,-8,3,4,9,-27,0.599999999999994,-2,2,3,-21,0,2,-6,-25,-170,-19,0,3,-35,-2,-48,-1
40,-1,8,5,-5,4,5,27,0.699999999999996,13,-13,2,1,25,12,26,15,940,16,-14,-13,63,-12,20,1
28,-1,-5,-11,3,4,-1,45,0.800000000000011,-10,10,4,-3,0,-8,48,42,489,-8,6,8,25,10,40,-1
109,3,4,-8,3,2,20,54,5.59999999999999,6,-6,15,28,30,6,26,14,1577,-1,-8,-1,78,-9,41,5
18,1,0,8,-12,-2,12,37,-2.8,5,-5,-1,28,-5,7,9,-8,808,-32,11,-12,-9,-6,14,-2
35,3,8,8,13,-5,-1,-20,-8.10000000000001,7,-7,5,-33,-3,-4,13,-14,504,-7,8,5,11,5,-31,5
15,0,2,10,10,7,22,-6,-2.2,4,-4,-1,-2,-2,1,-4,7,-54,-12,4,8,2,-3,-23,-2
28,3,-7,-1,-5,-4,17,-2,-6.90000000000001,-3,3,2,5,14,13,-7,-21,697,-6,-9,2,1,-15,-31,5
49,-6,-8,12,-19,18,20,68,1.7,8,-8,8,33,17,12,35,53,893,-15,-5,-11,61,-11,60,-7
85,17,1,1,2,-4,17,139,9.3,-2,2,9,109,21,11,30,1,1142,-3,-7,1,96,-11,122,-2
71,4,0,-13,-14,3,-1,5,0.400000000000006,3,-3,7,-1,3,20,6,-4,844,10,7,-14,60,-20,-4,-3
16,1,1,24,-12,5,-19,-13,5.19999999999999,14,-14,1,-20,-4,8,7,5,285,12,9,-13,-8,-9,3,7
71,-1,2,5,12,0,1,56,8.40000000000001,-2,2,11,50,-6,-2,6,10,766,-6,18,10,61,2,55,-4
22,18,5,8,-1,-12,-2,-5,6.69999999999999,0,0,2,2,20,-1,-7,-10,312,-9,-15,-6,4,1,1,3
42,15,8,-3,19,1,-7,17,-0.600000000000009,-3,3,9,-20,21,-2,37,17,489,-3,-15,11,49,2,19,4
57,-6,6,-3,0,8,3,-23,2.8,3,-3,6,-21,19,6,-2,-14,746,-8,-13,-6,40,-6,-24,4
2,1,13,-10,31,6,27,65,1.8,-7,7,2,39,17,-16,26,19,396,-9,-22,18,27,17,45,3
18,3,-10,-1,-10,8,-3,2,4,3,-3,-2,-22,-9,8,24,26,384,-14,15,0,22,-8,-6,2
28,11,2,18,8,5,16,73,5.3,16,-16,3,35,-14,0,38,34,287,-17,18,6,-5,-2,55,-5
27,13,2,6,6,5,20,-36,-1,8,-8,3,-3,1,3,-33,-30,142,3,7,4,34,-3,-46,0
2,-1,7,7,4,7,5,-33,-1.5,0,0,2,-15,-3,-3,-18,-15,-674,6,0,-3,-21,1,-41,-12
21,-3,7,-14,5,1,-7,-21,7,-2,2,4,-40,26,-3,19,24,274,7,-23,-2,2,4,-9,16
39,2,-10,-20,5,-6,2,14,6.3,-5,5,5,23,-6,9,-9,-16,515,21,11,15,23,-8,25,-10
2,3,-7,12,-5,-8,-6,25,1.8,5,-5,-1,11,-12,4,14,3,-320,26,11,2,28,-3,35,-7
55,-4,1,11,9,0,19,78,1.3,12,-12,6,26,3,-1,52,33,443,2,1,8,42,1,58,2
12,-3,-1,2,2,-3,11,31,1.60000000000001,2,-2,2,22,13,11,9,-1,249,-2,-10,3,53,-11,26,4
63,-2,4,3,7,13,24,31,1.30000000000001,-3,3,5,10,7,3,21,10,942,3,2,3,67,-2,5,3
16,-4,-2,-5,7,1,17,-4,-0.900000000000006,-9,9,-1,0,1,-4,-4,-4,42,-12,0,9,-18,4,-24,-6
33,-4,2,4,15,-1,37,5,-7,-2,2,6,15,-4,-2,-10,-15,726,11,14,13,48,1,-36,-11
44,21,-4,9,8,10,22,115,6.8,3,-3,7,48,19,-2,67,44,950,1,-8,12,75,1,101,5
35,-6,-3,-27,-4,6,-11,-10,3.2,-4,4,6,-47,1,6,37,23,500,-1,7,-1,0,-4,-9,0
6,9,-2,10,-3,-2,-9,16,6.2,11,-11,-2,-10,1,6,26,15,156,-29,2,-1,1,-5,19,-2
54,1,2,9,-6,4,12,-24,-1,11,-11,5,-28,10,12,4,-4,621,9,-2,-8,57,-10,-25,-2
24,-5,1,1,-1,6,2,-35,0,-1,1,1,-33,13,4,-2,-2,72,10,-9,-2,3,-4,-37,3
5,-2,4,7,-2,1,5,16,1.09999999999999,-1,1,0,13,11,5,3,-16,-4,-23,-10,-6,2,-4,1,3
72,-1,-4,4,-1,-5,-3,23,3,10,-10,10,13,23,4,10,7,675,31,-17,3,51,-3,37,2
22,3,3,-2,22,4,31,4,0.399999999999991,-2,2,4,-2,-7,0,6,-15,398,-2,13,19,31,1,-20,-7
35,1,-2,-13,-6,8,0,62,4.9,-6,6,6,14,8,3,48,46,505,-12,-2,-4,31,-3,53,0
13,1,8,29,20,-1,-1,-26,3.3,7,-7,6,17,-1,-20,-43,-14,-234,7,3,12,3,21,-22,-12
44,1,-1,-12,-7,8,11,6,0.5,-4,4,5,-25,9,19,31,21,941,5,3,-6,62,-19,-1,1
59,5,9,-6,4,8,24,53,2.30000000000001,-4,4,8,7,18,6,46,23,551,12,-15,-5,46,-6,33,11
3,0,-10,-1,-14,-2,17,-32,-3.2,-2,2,-2,8,-13,12,-40,-44,-259,-12,10,-4,11,-12,-45,-10
35,11,4,-8,6,1,9,2,-4.09999999999999,-7,7,6,25,-1,-4,-23,-8,365,3,7,2,8,2,-8,9
105,-4,5,-17,20,3,36,95,12,-1,1,17,34,22,12,61,25,1764,-18,-5,15,112,-8,68,2
74,8,-7,-2,-4,6,18,46,3.3,-1,1,13,36,20,10,10,-2,1039,2,-12,3,79,-10,23,2
4,2,3,0,3,7,23,-27,-4.40000000000001,-1,1,1,-22,15,6,-5,-26,148,-17,-15,0,2,-5,-36,0
7,12,6,7,12,-10,6,101,-0.900000000000006,7,-7,3,80,5,3,21,-1,212,23,-5,6,25,-2,88,-4
9,-5,-1,-12,0,0,-8,13,0.200000000000003,-1,2,5,-18,-17,-3,31,38,-85,-6,17,1,-3,2,19,-4
20,3,0,2,7,-2,10,35,-0.0999999999999943,-8,8,5,33,6,1,2,-4,251,-5,1,7,15,-4,22,4
4,-2,-8,-24,-3,2,0,27,2.60000000000001,-7,7,1,-4,11,9,31,28,584,-13,-13,5,24,-8,12,0
4,5,-2,6,0,4,-21,-28,2.19999999999999,-1,1,2,-16,-7,-7,-12,2,-260,17,9,2,11,6,-12,8
17,5,12,2,25,1,-13,21,7,0,0,5,9,9,-14,12,19,356,-4,-7,13,12,15,38,10
17,-11,2,9,14,1,22,26,4.09999999999999,4,-4,3,26,8,-5,0,-2,452,14,-4,12,20,5,15,3
104,6,-7,-15,-7,-1,-17,62,9.89999999999999,-3,3,13,27,-7,4,35,46,1710,-13,24,0,89,-5,74,-2
9,1,-2,3,9,1,8,-10,0.600000000000001,13,-13,4,-8,-3,0,-2,-9,-516,12,-1,11,-13,-1,-21,-3
26,5,-1,0,5,1,9,-34,-0.299999999999997,-2,2,-1,-30,7,11,-4,-9,238,-9,-5,6,8,-10,-39,-7
23,-4,-4,2,-9,-1,6,42,-2.09999999999999,-4,4,0,28,11,9,14,-6,311,-13,-6,-5,59,-11,31,2
22,0,-4,-5,-7,0,-8,30,4.5,-5,5,2,-6,-4,4,36,33,490,-17,5,-3,14,-4,34,6
9,-4,-1,11,-4,-5,6,-31,-6.09999999999999,2,-2,5,-22,-3,0,-9,-30,-181,-2,2,-3,-2,0,-40,-2
49,5,-2,0,7,-1,39,77,-3.5,-10,10,4,30,25,15,47,10,914,23,-18,9,66,-14,38,10
33,-3,1,7,8,7,15,5,0.100000000000009,2,-2,6,23,-4,0,-18,-18,143,-3,11,7,0,-1,-18,3
39,0,4,-13,8,9,6,64,7,-3,3,7,11,10,-6,53,49,539,-7,-4,4,13,6,61,-10
33,3,-6,2,-4,-1,0,-45,1.39999999999999,1,-1,3,-25,11,2,-20,-29,661,2,-7,2,21,-2,-52,1
7,-3,-1,0,5,2,8,-6,0.899999999999991,-3,3,2,-1,9,-6,-5,-7,19,10,-11,6,-6,5,-8,0
26,1,-6,-4,-3,4,1,93,3.39999999999999,8,-8,2,72,14,9,21,26,105,8,-11,3,50,-8,93,-4
32,3,-2,12,-9,1,-18,-72,-0.300000000000011,9,-9,4,-68,-3,9,-4,-10,376,20,8,-7,-7,-10,-63,12
44,2,2,-8,2,7,23,164,11.3,-17,16,7,57,18,9,107,96,637,-4,-11,0,73,-9,154,7
